@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute class {Cells,Background}

@data
133,58.463665,177.132721,-204,512,-104.541466,-303.458527,-0.653154,1646661888,39568,132.796387,56.052139,171.58754,-198.381027,883.884766,-103.750839,-293.01123,-0.632666,1409677312,35819.492188,131.516312,43.230534,145.74234,-171.16774,2370.274902,-100.780777,-241.554703,-0.479173,580614976,19817.296875,1.280075,128.872177,24.903728,127.214729,-153.542343,3533.039307,-104.954552,-202.130142,-0.190241,222623328,9443.094727,3.92421,2.644135,121.773827,22.624146,62.656654,-73.00061,655.889893,-46.993256,-99.007965,-0.188271,14418009,2705.529785,11.02256,9.742485,7.098351,Cells
139,29.15476,286.235931,-398,36936,-346.376373,-449.623627,-0.707601,1688586624,10660,138.678421,29.093596,277.856018,-387.071503,35213.289063,-339.713318,-434.429688,-0.711231,1344103552,8971.195313,136.624512,27.713188,233.698914,-328.446533,26323.566406,-303.035583,-353.857483,-0.67512,278632064,2582.865234,2.053909,131.711777,15.655815,176.350891,-245.450897,14571.641602,-223.317322,-267.584473,-0.040624,118057160,1959.580444,6.966644,4.912735,121.417984,22.283749,72.837204,-95.359833,1886.744019,-75.696915,-115.022751,-0.098295,14063292,1546.521729,17.260437,15.206528,10.293793,Cells
141,11.661903,330.25293,-466,53900,-446.276917,-485.723083,0.519536,337894720,1556,140.683319,11.277474,323.43103,-456.541931,51753.847656,-437.732727,-475.351135,0.617144,294958976,1415.142822,138.679031,8.630362,285.948975,-403.002228,40106.839844,-380.734314,-425.270142,0.971468,322131872,1983.438843,2.004288,132.744263,6.220046,210.423065,-296.002258,21524.03125,-276.500916,-315.503601,0.533086,133284472,1521.211182,7.939056,5.934769,120.575859,23.625414,81.042404,-110.568848,2828.494141,-95.473373,-125.664322,0.025893,11143440,911.493774,20.10746,18.103172,12.168404,Cells
140,31.400637,350.194244,-484,53632,-413.77179,-554.22821,0.959784,4621402112,19728,139.668625,30.917667,339.408966,-469.452728,50557.90625,-402.083893,-536.821594,0.948662,4000939520,18154.248047,137.188629,27.748789,282.006409,-391.629303,35569.175781,-338.958618,-444.299988,0.863214,1701954816,11096.797852,2.479996,131.29332,22.698322,207.815567,-289.697266,19896.048828,-256.756744,-322.637787,0.601709,364258656,4340.313477,8.375305,5.895309,119.050545,26.747458,83.994698,-115.906525,3182.700684,-102.644554,-129.168488,0.142016,9451307,703.519409,20.61808,18.138084,12.242775,Cells
133,64.280632,206.753479,-270,12412,-193.756973,-346.243042,0.639042,1695070848,23252,132.730286,62.139931,206.867584,-271.422272,12939.083984,-197.405869,-345.43869,0.635027,1614384256,21913.712891,131.455414,50.92643,202.345963,-270.65918,14505.148438,-208.94249,-332.375854,0.598718,1116119552,15235.796875,1.274872,127.488571,38.577278,174.077103,-236.179871,12156.842773,-193.890503,-278.469238,0.469446,399032416,7153.562988,5.241714,3.966843,116.763832,30.89768,80.693909,-111.146225,2910.15918,-97.796631,-124.495819,0.178044,8806140,712.84668,15.966454,14.691582,10.724739,Cells
136,48.104053,168.389435,-226,9956,-172.96228,-279.03772,-0.766539,574707136,11252,135.678482,45.826302,163.278137,-219.479004,9469.110352,-168.747864,-270.210144,-0.792945,495901120,10294.591797,133.911743,34.074535,137.409103,-184.638687,6865.535645,-143.928421,-225.348953,-0.952448,226002480,6629.301758,1.766739,131.054611,16.230646,115.257523,-161.046768,6180.394043,-143.62204,-178.471497,-0.682637,31498966,1214.485352,4.623871,2.857132,123.556091,14.794775,61.376263,-78.397476,1148.218872,-58.691586,-98.103363,-0.239803,9546765,1553.28833,12.122391,10.355652,7.49852,Cells
137,47.853943,176.113602,-232,11116,-183.62645,-280.373535,1.311223,503792640,9360,136.830292,44.848942,177.609299,-233.733398,11281.954102,-184.990479,-282.476318,1.326785,519188032,9503.490234,135.54213,28.84059,178.022705,-234.335815,11465.97168,-186.771698,-281.899933,1.387968,496931232,9049.382813,1.288162,132.077423,9.961611,147.885468,-207.292297,10484.894531,-191.24144,-223.343155,1.175411,44281520,1030.519409,4.752869,3.464706,122.678047,16.123842,70.278152,-95.85817,2123.469482,-82.677589,-109.03875,-0.063999,6385387,694.910645,14.152245,12.864082,9.399376,Cells
138,40.249222,246.111771,-290,7980,-175.785294,-404.214722,1.137812,4388338176,52180,137.48468,38.441776,238.740219,-283.272247,8183.176758,-174.287766,-392.256714,1.138312,3812390400,47510.46875,134.923676,28.812994,199.36412,-246.931763,8660.027344,-165.791168,-328.072357,1.130939,1605795328,26335.179688,2.561005,131.092331,17.312757,154.791687,-211.352463,9696.734375,-173.00235,-249.702576,0.950604,262789424,5882.924316,6.392349,3.831345,121.207474,19.738852,75.516556,-104.569077,2607.469238,-93.335037,-115.803116,0.187916,5519991.5,504.814545,16.277206,13.716202,9.884857,Cells
132,48.703182,186.71904,-208,-1632,-96.429398,-319.570618,0.912235,2154201088,49792,131.909378,47.624359,181.880966,-203.130676,-1353.772461,-95.106186,-311.155151,0.916184,1925996288,46677.160156,130.917511,41.052952,156.4785,-180.355621,539.920898,-93.22287,-267.488373,0.931421,987830016,30368.466797,0.991867,128.049881,30.085224,134.760727,-177.109375,5372.823242,-127.419243,-226.7995,0.81293,309801408,9876.436523,3.859497,2.86763,119.032578,24.608969,75.128952,-103.787888,2534.033936,-91.180458,-116.395317,0.329181,6848674,635.789185,12.876801,11.884933,9.017303,Cells
96,55.317268,88.37986,-122,3356,-102.895027,-141.10498,0.837837,21730640,1460,95.609138,55.309818,83.226852,-114.507172,2919.051025,-95.561935,-133.452408,0.876721,18824588,1435.68811,93.933113,54.195293,58.615208,-76.289169,1049.699951,-56.156872,-96.421471,1.073629,9435664,1621.237671,1.676025,92.68811,47.690025,38.961765,-43.847961,128.773773,-25.089306,-62.606617,1.2193,2706214.5,1407.548584,2.921028,1.245003,91.140076,37.342972,20.177223,-5.60257,-198.50528,8.762404,-19.967543,1.407339,25908.615234,825.409912,4.469063,2.793037,1.548035,Cells
98,46.840153,96.82975,-36,-4048,30.121101,-102.121101,-0.030266,22664448,17488,97.539803,47.004372,91.885559,-35.816833,-3582.13623,26.655941,-98.289612,-0.016331,20027004,15611.390625,95.968643,47.315048,68.424057,-38.537445,-1636.91748,6.275513,-83.350403,0.09862,11929797,8032.804688,1.571159,95.304436,42.131317,42.587738,-37.237686,-321.875702,-11.381603,-63.093769,0.302833,3708095,2674.148193,2.235367,0.664207,94.252571,37.405495,9.666586,2.285965,-55.356236,9.813424,-5.241494,1.229967,1184.393311,226.650574,3.287231,1.716072,1.051865,Cells
97,49.658836,53.178944,-48,-424,-16.377224,-79.62278,0.302772,9216000,4000,97.230919,49.687061,53.897602,-51.557266,-283.341248,-20.769621,-82.34491,0.309931,10078426,3791.516602,97.95771,49.235905,58.841335,-67.992157,429.940552,-41.051613,-94.932701,0.349674,13421168,2903.171387,-0.726791,97.066925,43.722763,47.951595,-60.101013,534.4776,-40.903217,-79.298805,0.474955,5325081.5,1474.221313,0.163994,0.890785,95.14843,37.899258,14.050791,-4.600494,-103.092804,5.810266,-15.011255,1.29417,9175.588867,433.535767,2.082489,2.80928,1.918495,Cells
101,49.335587,98.529182,-120,2248,-83.230446,-156.769547,1.375493,77875200,5408,100.914314,49.399036,95.356407,-119.621033,2512.886963,-86.99572,-152.246338,1.352347,60923436,4257.643555,100.219193,49.374199,82.621765,-113.978653,2983.648193,-97.726425,-130.230881,1.048552,13725653,1056.540039,0.695122,98.528679,44.603058,59.006844,-80.929581,1430.425171,-66.542992,-95.31617,0.791918,5422385.5,827.896057,2.385635,1.690514,95.862564,38.373646,19.061148,-10.261307,-144.459213,2.807083,-23.329697,1.351171,71929.914063,683.131287,5.05175,4.356628,2.666115,Cells
100,36.249138,131.525665,-38,-8472,55.984039,-131.984039,0.179385,51019408,35332,100.190529,36.609306,128.321609,-44.073425,-7753.660156,46.697041,-134.843887,0.17637,64018092,32957.109375,100.751595,37.574203,108.506279,-69.858551,-3691.890625,0.226721,-139.943817,0.160738,95885440,19647.78125,-0.561066,99.919853,36.485401,54.013393,-47.53096,-400.558014,-16.460781,-78.601135,0.197437,8723699,3861.424072,0.270676,0.831741,98.872787,38.357826,10.711773,5.974823,-46.144192,13.39566,-1.446014,1.314509,7863.499512,220.275284,1.317741,1.878807,1.047066,Cells
103,49.091751,95.540565,-88,-1204,-31.964296,-144.035706,0.303901,97264640,12560,103.079147,48.144451,96.057564,-92.083206,-822.325806,-37.841572,-146.324844,0.292459,99789856,11768.620117,103.303345,42.75882,96.839783,-107.278244,859.50708,-62.360004,-152.196487,0.234334,92881408,8070.593262,-0.224197,101.927406,37.811104,60.151405,-73.898666,824.800964,-50.651035,-97.146294,0.320455,11805667,2161.809082,1.151741,1.375938,99.854088,38.745514,14.095029,-2.489807,-107.495514,7.952669,-12.932283,1.33492,2703.948242,436.181213,3.22506,3.449257,2.073318,Cells
108,51.264023,143.568802,-200,9452,-176.590607,-223.409393,0.959784,87680000,2192,107.649506,49.857513,139.070953,-194.090225,8936.079102,-172.143127,-216.037323,0.896875,72580752,1926.700195,106.044365,43.008335,117.212357,-162.19725,6113.87793,-140.677277,-183.717224,0.516333,48733820,1852.437134,1.605141,103.640182,38.312054,71.382095,-97.035324,2032.7146,-79.1119,-114.958748,0.549749,12099335,1284.995972,4.009323,2.404182,100.665634,39.13855,19.049913,-10.026031,-145.147064,3.023006,-23.075069,1.36236,68466.023438,681.109558,6.983871,5.378731,2.974548,Cells
103,15.811388,120.631668,-64,-6580,23.200918,-151.200912,0.319457,124583936,30416,102.836807,16.833261,113.787003,-58.509689,-5859.577148,23.437998,-140.457382,0.304303,91957888,26861.693359,101.93721,22.129032,76.740746,-28.027359,-2762.952393,26.372417,-82.427139,0.193686,9298622,11837.342773,0.899597,101.47937,29.714117,33.778442,5.342819,-557.670532,29.108488,-18.42285,0.035882,64491.285156,2259.228027,1.357437,0.45784,102.549728,39.708218,18.801527,22.662857,79.994415,29.620361,15.705354,1.546014,99448.03125,193.627426,0.287079,-0.612518,-1.070358,Cells
104,31.144823,128.635147,-50,-7948,42.590496,-142.5905,0.241484,85730000,34292,104.072632,30.823023,122.339767,-51.645782,-6940.512207,35.574249,-138.865814,0.236704,81163768,30429.335938,104.168694,29.671709,84.783775,-51.842468,-2493.893066,4.423005,-108.107941,0.201549,34034180,12663.213867,-0.096062,103.544464,31.557611,30.329098,-20.783691,-265.969604,-1.445645,-40.121738,0.17516,646145.875,1495.84021,0.528168,0.624229,103.618965,39.901527,16.681519,14.32164,-38.358883,23.78928,4.853999,1.470565,73540.914063,358.544891,0.453667,0.549728,-0.074501,Cells
109,39.824615,145.557556,-170,3852,-111.922462,-228.07753,0.025839,389918784,13492,108.725418,38.596237,139.237915,-163.012909,3583.796631,-107.700104,-218.325714,0.038836,325203584,12238.024414,107.428833,32.818462,99.872841,-119.645401,2130.325684,-81.587158,-157.703644,0.118456,82937216,5793.719238,1.296585,105.758888,32.246136,39.98954,-51.658463,490.367035,-38.362518,-64.954407,0.393571,1887040.875,707.12854,2.96653,1.669945,104.662186,40.085056,17.549799,4.594437,-147.86261,16.969404,-7.78053,1.449489,12930.420898,612.559265,4.063232,2.766647,1.096703,Cells
112,27.018513,211.572678,-282,17380,-231.990005,-332.01001,0.009999,795558080,10004,111.860832,27.334915,199.752136,-266.508514,15559.199219,-219.631027,-313.385986,0.029184,624324992,8789.993164,110.326843,28.574106,133.540787,-179.57811,7156.522461,-149.485718,-209.670502,0.171228,116810000,3622.206787,1.533989,107.693176,31.902472,56.449978,-77.388626,1311.385132,-63.755405,-91.021851,0.693296,4452575.5,743.458984,4.167656,2.633667,105.552612,40.249134,20.803329,-4.697647,-211.694305,10.040442,-19.435736,1.448793,19173.576172,868.845093,6.30822,4.774231,2.140564,Cells
106,29.732138,19.467922,26,144,31,21,0.321751,67600,100,106.003265,29.386034,20.252745,27.950607,182.504166,31.529009,24.372206,0.379106,40014.800781,51.219833,106.108215,28.164087,24.979351,34.727264,290.935242,37.976959,31.477571,1.512178,50943.167969,42.242031,-0.10495,106.572609,31.138227,28.027485,36.908539,288.346466,44.134438,29.682642,1.564856,284509.84375,208.854385,-0.569344,-0.464394,108.613998,42.500816,25.566301,24.497879,-26.748133,37.793919,11.20184,-1.567747,424386.46875,707.138611,-2.610733,-2.505783,-2.041389,Cells
110,26.683329,72.691124,-88,780,-54,-122,-1.030377,35808256,4624,109.919205,26.364416,66.132927,-79.373505,608.282654,-48.280807,-110.466202,-1.056092,24362838,3867.022949,109.386932,25.678755,35.847786,-35.18132,-71.892929,-15.653794,-54.708847,-1.30731,1887898.625,1525.296997,0.532272,108.868279,31.068953,24.168814,4.930923,-284.065948,21.964552,-12.102704,1.485747,28218.296875,1160.577881,1.050926,0.518654,109.683014,42.418507,24.962658,14.112473,-212.109879,30.295807,-2.070862,1.555427,208642.25,1047.601318,0.236191,-0.296082,-0.814735,Cells
113,10.198039,76.889534,-100,1652,-70.879562,-129.120438,-0.924548,33920000,3392,112.730339,10.939219,73.091057,-95.542023,1585.637939,-69.152031,-121.932014,-0.960227,25428886,2785.726563,111.716011,17.915028,50.28297,-63.191071,699.854858,-45.916149,-80.465996,-1.327966,4766544.5,1193.691895,1.014328,110.901421,29.804052,33.744583,-19.968719,-387.841766,2.111344,-42.048782,1.433715,777608.625,1950.116821,1.828918,0.81459,110.613083,42.238354,26.089296,3.610123,-333.993225,21.974531,-14.754285,1.554276,17581.574219,1349.005859,2.117256,1.102928,0.288338,Cells
58,37.336308,73.539108,40,-1904,88,-8,1.570796,14745600,9216,58.2342,37.168007,69.566605,30.333031,-1959.713989,77.127663,-16.461597,1.569829,8059045.5,8758.949219,59.205872,35.735306,57.216476,-17.226875,-1489.30188,22.314157,-56.76791,1.554581,1855961.75,6253.973145,-0.971672,59.078808,28.695841,46.19722,-41.977135,-191.581558,-16.835506,-67.118767,1.504464,4455253,2528.406006,-0.844608,0.127064,56.87545,16.551971,22.464882,-28.646759,155.325104,-21.587433,-35.706085,1.404446,163582.75,199.336365,1.358749,2.330421,2.203358,Cells
61,43.011627,98.442879,-102,-1888,-35,-169,0.785398,186814224,17956,60.880444,42.351337,92.952827,-95.913086,-1740.734131,-32.347652,-159.478516,0.78484,148681776,16162.256836,60.200466,37.705566,64.984253,-65.266464,-1028.10022,-19.51684,-111.01609,0.78828,35662780,8372.112305,0.679977,59.189995,29.471869,39.649166,-43.560471,-147.063019,-18.631739,-68.489204,0.812747,4716779,2485.766846,1.690449,1.010471,56.874718,16.508873,22.750237,-30.199692,166.459869,-22.354599,-38.044785,0.793736,224523.15625,246.1819,4.005726,3.325748,2.315277,Cells
63,49.335587,87.567116,-108,1276,-67.50309,-148.496918,0.961893,76515840,6560,62.995098,47.646122,85.882034,-106.80687,1377.775146,-68.412186,-145.201553,0.972875,67266760,5896.606445,62.70155,39.115345,75.015442,-96.073158,1493.413696,-67.540733,-124.605583,1.043398,30056712,3256.396973,0.293549,61.339283,29.161041,54.835957,-71.372261,944.317505,-53.228878,-89.515648,1.126403,6707420,1316.729614,1.655815,1.362267,58.023499,15.914465,27.277277,-37.539116,319.232147,-31.788973,-43.289257,1.013042,186374.015625,132.256577,4.9716,4.678051,3.315784,Cells
65,47.853943,74.2967,-96,1648,-70.387505,-121.612495,-1.122769,24182784,2624,64.846581,46.18438,75.60363,-98.5905,1848.464111,-74.474998,-122.706001,-1.163929,22611160,2326.230225,64.216774,37.475525,81.176636,-107.636963,2479.594727,-87.220451,-128.053482,-1.419786,19317282,1667.33606,0.629807,62.695702,27.467735,65.551529,-86.867607,1624.161987,-70.670898,-103.064316,1.545818,7918248,1049.33313,2.150879,1.521072,58.822735,15.130167,29.873842,-41.455116,411.021759,-37.141193,-45.769039,1.328561,127926.578125,74.439682,6.023846,5.394039,3.872967,Cells
65,36,112.725327,-130,992,-73.140526,-186.859482,-1.084277,218550800,12932,65.030571,35.660263,109.331024,-128.005859,1270.295044,-74.844971,-181.166748,-1.091713,185226944,11304.320313,64.726151,32.841927,91.638054,-115.210602,2093.507324,-80.212555,-150.208649,-1.146786,65032808,4899.453125,0.30442,63.043259,25.844423,64.578293,-85.290329,1491.673096,-67.208931,-103.371727,-1.244214,9513132,1307.747681,1.987312,1.682892,59.217251,14.486361,29.511257,-41.049789,406.403168,-37.193867,-44.905712,-1.4169,100216.390625,59.472595,5.81332,5.5089,3.826008,Cells
64,40.718548,110.290527,-136,2284,-87.626457,-184.37355,0.525825,173122560,9360,63.988564,39.990711,105.614372,-131.178101,2224.063477,-85.594551,-176.761658,0.536804,143020720,8311.44043,63.45602,36.418201,80.109924,-102.858543,1626.323364,-70.942299,-134.77478,0.618763,43108632,4074.585938,0.532543,61.921955,28.525084,57.382065,-75.79837,1059.165039,-56.377163,-95.219574,0.613565,8668263,1508.73291,2.066608,1.534065,58.39259,15.33674,28.349216,-38.965591,339.94754,-32.670212,-45.260971,0.605985,240694.65625,158.527237,5.595974,5.063431,3.529366,Cells
70,33.970577,182.480133,-254,15188,-223.32428,-284.67572,0.619368,242838224,3764,69.489563,33.710075,172.732864,-240.771774,13704.355469,-212.693192,-268.850342,0.64244,182819056,3153.626953,67.100342,32.073658,123.206848,-172.594559,7166.633789,-155.843842,-189.345276,0.851667,33433416,1122.345459,2.389221,64.403557,25.721399,79.314552,-111.236038,3000.520264,-101.600494,-120.871582,0.962972,4595187,371.374573,5.086006,2.696785,59.640583,14.049747,33.829876,-47.518875,549.093994,-43.592445,-51.445305,0.804199,139247.5625,61.667351,9.84898,7.459759,4.762974,Cells
70,28.284271,179.799896,-252,15556,-234.11145,-269.88855,-0.231824,81285120,1280,69.872253,28.118675,172.36644,-242.232361,14455.009766,-227.599548,-256.865173,-0.269237,50255104,856.477295,68.715538,26.942442,135.216965,-190.886673,9062.945313,-184.068695,-197.704651,-1.124349,6775190,185.938904,1.156715,65.858971,22.023748,91.119125,-127.975937,4036.604492,-120.369659,-135.582214,-1.478837,3790186.5,231.421631,4.013283,2.856567,60.49324,12.681228,36.773861,-51.875999,668.013733,-49.692856,-54.059143,1.136791,51304.707031,19.064449,9.379013,8.222298,5.36573,Cells
70,27.202942,145.254944,-202,9540,-176.290085,-227.709915,-0.667626,107885776,2644,69.76416,26.839062,142.19928,-197.982346,9197.935547,-173.460587,-222.504105,-0.691831,94279248,2405.266357,68.557213,24.972519,122.6371,-171.260223,6964.406738,-152.074051,-190.446396,-0.853141,43186684,1472.437378,1.206947,66.074448,20.332365,86.692192,-121.519012,3579.247559,-110.913826,-132.124191,-1.000904,6643317.5,449.879852,3.689713,2.482765,60.892117,11.803076,36.174805,-51.093071,650.793579,-49.739594,-52.446548,-1.363113,19128.6875,7.32759,8.872044,7.665096,5.182331,Cells
65,41.109608,44.988888,-56,524,-39.875484,-72.124512,-1.311223,3261440,1040,65.011406,40.157719,48.639587,-64.596992,886.652161,-52.085369,-77.10862,-1.329718,2612834.75,626.162903,65.296486,35.011772,74.257004,-104.389587,2681.964355,-97.883263,-110.895912,0.368905,1845211,169.329132,-0.28508,63.913445,26.143488,72.960754,-99.725113,2278.266357,-85.302628,-114.147598,0.297355,8274641,832.032104,1.097961,1.383041,59.552071,13.881467,31.458941,-43.757034,457.2742,-39.131527,-48.382542,0.387255,163860.65625,85.581314,5.459335,5.744415,4.361374,Cells
70,26.57066,143.61058,-188,7328,-149.167023,-226.832977,-1.467048,213195008,6032,69.951408,26.35309,140.589325,-186.872147,7554.888672,-152.587875,-221.156418,-1.471158,164187072,4701.644531,69.220558,25.232939,128.061111,-179.647995,7936.149902,-168.150146,-191.145844,-1.518225,17066230,528.801697,0.73085,66.566139,20.399687,97.619293,-137.965302,4749.32666,-134.919022,-141.011581,0.481,706540.75,37.119102,3.385269,2.654419,60.866222,11.813294,37.614632,-53.056244,697.400635,-50.538181,-55.574306,0.577174,71394.765625,25.362576,9.085186,8.354336,5.699917,Cells
72,8.944272,151.746506,-210,10532,-187.796402,-232.203598,-1.503032,86965200,1972,71.844925,9.844551,151.137756,-209.715134,10562.060547,-188.905304,-230.524963,-1.481398,76182704,1732.19519,70.980484,13.903291,145.480774,-204.154633,10237.166016,-190.64122,-217.668045,-1.32685,30444506,730.449951,0.864441,68.040207,13.70431,108.651146,-153.53566,5879.871582,-149.871246,-157.200073,-1.115259,1266158.75,53.711792,3.804718,2.940277,61.756447,9.659798,40.772148,-57.629997,828.582153,-56.317757,-58.942238,0.859781,22876.275391,6.88792,10.088478,9.224037,6.28376,Cells
72,12.806249,137.386322,-194,9356,-186.719894,-201.280106,-0.924548,7978832,212,71.838409,13.111307,137.003448,-193.372131,9278.498047,-185.02359,-201.720673,-0.904145,10424824,278.792419,70.817528,14.250849,131.320831,-184.974442,8416.751953,-173.264023,-196.68486,-0.806944,18768466,548.536255,1.020882,68.134506,12.101257,100.854637,-142.300308,5018.581543,-135.684952,-148.915665,-0.648356,3544684.75,175.051544,3.703903,2.683022,62.163528,8.372248,39.983528,-56.542732,799.128296,-56.16613,-56.919334,0.767486,1813.77002,0.567321,9.674881,8.653999,5.970978,Cells
67,36.249138,118.638107,-158,5224,-126.109566,-189.890442,-0.359415,101553552,4068,67.106461,35.472652,116.813835,-156.303146,5209.296387,-126.330292,-186.276001,-0.346477,87791336,3593.488037,66.992043,31.306822,106.482117,-144.993439,4792.422363,-123.467827,-166.519058,-0.241323,38964376,1853.407959,0.114418,64.885567,23.877033,80.632912,-110.420731,2842.068115,-96.063988,-124.777473,-0.09223,10052479,824.464478,2.220894,2.106476,60.291599,12.611401,30.793514,-43.208389,459.34436,-40.48867,-45.928108,0.034743,55238.867188,29.587523,6.814861,6.700443,4.593967,Cells
72,22.847319,145.859528,-202,9584,-177.160522,-226.839478,-1.135345,100704272,2468,71.725395,22.427526,144.837326,-201.385284,9635.441406,-178.944992,-223.825577,-1.12252,81690680,2014.266968,70.374374,20.447088,137.661011,-194.030334,9299.179688,-183.411346,-204.649323,-0.964808,16981098,451.05188,1.351021,67.534218,16.326799,103.985367,-146.843033,5370.131836,-142.30571,-151.380356,-0.377204,1775681,82.348984,4.191177,2.840157,61.63113,9.926521,37.235607,-52.645271,692.399292,-51.951126,-53.339417,0.387163,5341.698242,1.92735,10.094265,8.743244,5.903088,Cells
72,7.211102,144.924118,-198,9076,-171.074173,-224.925827,-1.439299,113691600,2900,72.037094,6.94327,146.094666,-200.722504,9446.702148,-175.708939,-225.736069,-1.423898,100833200,2502.715088,71.85498,5.897085,148.196732,-207.751465,10574.341797,-193.060471,-222.442459,-1.320504,37260684,863.301758,0.182114,68.954201,6.106052,112.607018,-159.184906,6326.473145,-156.271957,-162.097855,-1.034563,860061.875,33.941101,3.082893,2.90078,62.540588,6.904433,40.460899,-57.190048,816.379211,-56.051552,-58.328545,1.095336,16957.650391,5.184713,9.496506,9.314392,6.413612,Cells
72,9.486833,138.343781,-190,8336,-163.75119,-216.24881,-1.218549,99491600,2756,72.028938,9.607165,137.34758,-189.705017,8438.988281,-166.082764,-213.327271,-1.208048,80326720,2232.042236,71.603172,9.39517,130.291672,-183.580032,8327.311523,-173.67572,-193.484344,-1.06159,13223890,392.381348,0.425766,68.958641,4.778277,101.571747,-143.556549,5145.239258,-140.933304,-146.179794,-0.213994,567265.25,27.525812,3.070297,2.644531,62.962154,4.805089,39.597649,-55.955101,780.433472,-54.435268,-57.474934,0.925789,28928.888672,9.239583,9.066784,8.641018,5.996487,Cells
71,24.331051,95.010529,-126,3204,-98.34137,-153.65863,-0.431085,48580560,3060,70.696434,23.573612,93.899399,-124.876297,3214.324219,-98.719109,-151.033478,-0.397264,42677804,2736.793457,69.595245,19.225691,90.348747,-121.312347,3252.893799,-100.665863,-141.958832,-0.171105,25093566,1705.109863,1.101189,67.777702,11.921,78.816376,-108.774139,2808.884277,-96.564751,-120.983528,0.058403,7055031.5,596.276428,2.918732,1.817543,62.911697,5.131572,34.998875,-49.36499,604.001221,-47.079296,-51.650684,0.53033,50925.394531,20.897594,7.784737,6.683548,4.866005,Cells
69,33.615471,172.615173,-224,10140,-174.969391,-273.030609,-0.102698,482492416,9616,68.684998,33.166946,165.022186,-214.558167,9340.74707,-167.995804,-261.120544,-0.119442,399227296,8672.216797,67.095642,30.258129,122.807594,-162.506302,5547.844727,-130.037399,-194.975204,-0.243515,111361680,4216.919922,1.589355,64.664825,23.41675,73.015739,-99.743469,2236.432373,-83.908142,-115.578796,-0.431171,9978904,1003.029968,4.020172,2.430817,60.623024,11.760759,26.359838,-37.055046,335.118225,-34.200069,-39.910023,-0.716909,44767.21875,32.603588,8.061974,6.472618,4.041801,Cells
72,21.633308,180.585159,-250,14940,-223.827499,-276.172516,-0.057438,171250000,2740,71.754372,21.641279,175.560715,-243.875473,14320.058594,-220.449982,-267.300964,-0.078948,130549048,2195.014893,70.177742,21.284782,145.109833,-204.248032,10304.3125,-193.067596,-215.428467,-0.349563,20858990,500.008667,1.57663,67.186523,17.048746,93.956924,-132.533585,4346.228516,-125.820976,-139.246185,-0.824107,3165879.25,180.236374,4.567848,2.991219,61.944832,8.94194,32.639385,-45.986267,523.850159,-43.787628,-48.184906,-1.25264,40890.621094,19.336033,9.80954,8.23291,5.241692,Cells
