@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute class {Cells,Background}

@data
140,5.830952,577.459106,-754,117264,-596.313599,-911.686401,0.073191,56544600064,99460,139.520081,5.124665,557.656067,-731.36731,111646.875,-582.781799,-879.95282,0.084467,47237185536,88310.617188,136.35675,5.392188,440.117798,-592.033081,77853.109375,-493.176208,-690.889954,0.170521,13701422080,39090.722656,3.16333,127.886909,24.940807,282.559845,-385.79541,33893.863281,-328.213623,-443.377197,0.324365,1973986944,13262.645508,11.633171,8.469841,111.827362,39.971691,112.523727,-155.271027,5484.021973,-131.963272,-178.578781,0.610516,52389164,2173.004395,27.692719,24.529388,16.059547,Cells
140,30.066593,627.014343,-810,128512,-621.551086,-998.448914,0.210459,93200318464,142052,139.229202,30.404118,602.143066,-782.38501,121952.6875,-606.092957,-958.677063,0.220128,76096798720,124315.515625,134.416428,33.555866,460.136414,-618.951538,83630.757813,-508.749542,-729.153503,0.310605,18610247680,48577.914063,4.812775,125.351959,41.947067,288.049225,-397.880402,36775.976563,-344.953796,-450.807007,0.462109,1773835264,11204.905273,13.877243,9.064468,109.173592,46.701088,108.052605,-150.425674,5309.339844,-131.780807,-169.070541,0.685132,31464602,1390.523438,30.055611,25.242836,16.178368,Cells
135,62.369865,661.219299,-834,123660,-609.881714,-1058.118286,0.243798,139748327424,200916,134.109665,62.578964,628.39679,-796.961365,114964.570313,-587.623596,-1006.299133,0.253554,111334465536,175289.171875,128.728256,63.361053,448.415955,-590.393677,70352.484375,-460.82254,-719.964844,0.344405,23407763456,67154.71875,5.381409,119.95343,62.756157,263.807037,-362.517212,29862.658203,-307.81781,-417.216614,0.496462,1572831488,11968.092773,14.156235,8.774826,105.337128,53.748287,95.729301,-133.892258,4282.961426,-119.791801,-147.992722,0.738987,14257303,795.291687,28.772537,23.391129,14.616302,Cells
130,64.202805,88.831299,-98,96,-49.989586,-146.010422,-0.474063,88548880,9220,129.715622,60.936272,85.116272,-97.836853,593.755493,-55.419205,-140.254501,-0.460248,68890312,7197.027832,128.186142,42.655785,79.968109,-107.25325,2542.334717,-88.991806,-125.514694,-0.134902,15344440,1333.921021,1.52948,126.200432,20.02084,123.12516,-161.621918,5173.594727,-124.786926,-198.456909,0.369169,141769104,5427.265625,3.51519,1.98571,116.856018,19.707764,91.172379,-123.146805,3152.140625,-97.865524,-148.428085,0.592289,38770776,2556.572998,12.859604,11.330124,9.344414,Cells
137,64.513565,189.282852,-260,15548,-223.230453,-296.769562,-1.178097,365580800,5408,136.088943,60.737999,181.938522,-250.325195,14508.053711,-216.301346,-284.34906,-1.192721,290159104,4630.491211,131.887878,39.044861,151.537537,-212.441742,11068.790039,-197.81015,-227.073334,-1.377988,38647652,856.334412,4.201065,128.198502,10.440051,157.507156,-218.761734,11253.105469,-192.095871,-245.427597,0.530704,136117488,2844.272705,7.890442,3.689377,116.781998,23.104113,101.569237,-138.928894,4201.012207,-113.942947,-163.914841,0.655183,48198848,2497.189453,19.306946,15.105881,11.416504,Cells
134,63.198101,192.797821,-258,14516,-211.902283,-304.097717,1.35838,565793984,8500,133.836777,59.075718,193.824707,-259.890289,14802.726563,-214.250244,-305.530334,1.35343,562771648,8332.054688,132.671692,34.818123,197.637726,-269.48703,16509.244141,-228.909042,-310.065002,1.264588,478317984,6586.291992,1.165085,128.605881,6.149336,190.214325,-264.553253,16318.367188,-230.22049,-298.886017,0.828002,329992128,4714.953125,5.230896,4.065811,115.67588,29.06806,107.16304,-147.237549,4782.866699,-122.001511,-172.473587,0.730624,55225468,2547.429932,18.160896,16.995811,12.93,Cells
132,62.625874,208.391464,-254,8804,-168.413788,-339.586212,1.190491,1890318848,29300,131.948166,58.989647,210.644562,-260.325958,9921.578125,-176.535599,-344.116302,1.174899,1903193600,28083.292969,131.066116,38.36507,221.543015,-289.807648,15571.036133,-216.145706,-363.469574,1.078543,1822913024,21704.324219,0.88205,126.749847,25.329199,207.045197,-282.388092,17101.984375,-229.154877,-335.621307,0.906274,903895104,11335.097656,5.198318,4.316269,113.403099,36.940147,106.089592,-145.520721,4627.384277,-119.700462,-171.340988,0.793543,56471700,2666.743164,18.545067,17.663017,13.346748,Cells
127,73.593475,228.689743,-258,2808,-140.38623,-375.61377,1.114801,3683119360,55332,126.928947,69.832504,228.169312,-262.475586,4070.777344,-147.790894,-377.160278,1.096266,3624505600,52610.320313,126.463837,52.505142,227.862198,-284.998352,10571.517578,-186.334793,-383.661926,0.992355,3162701824,38937.992188,0.465111,122.319893,46.436085,200.389435,-266.424438,13277.851563,-199.584,-333.264862,0.891259,1268488704,17870.574219,4.609055,4.143944,109.921066,45.560757,97.049652,-132.31105,3716.083984,-106.61145,-158.010651,0.829209,46249272,2641.877441,17.007881,16.54277,12.398827,Cells
123,36.715118,342.233826,216,-35476,433.117493,-1.11748,-1.520045,8797455360,188560,123.521843,35.154854,312.71579,186.175293,-31772.710938,387.267365,-14.916775,-1.520026,5606527488,161752.078125,126.200684,27.958687,160.133545,25.635651,-12536.614258,138.333969,-87.062668,-1.529209,33387474,50803.644531,-2.678841,126.628403,16.590252,91.486382,-109.702377,1748.668701,-74.206123,-145.198639,1.384182,60653684,5039.937012,-3.10656,-0.427719,118.975891,14.253405,84.173935,-115.473419,2920.486084,-95.149994,-135.796844,0.841371,22030174,1652.166748,4.545952,7.224792,7.652512,Cells
123,26.076809,341.783569,188,-41024,411.293518,-35.29353,1.516951,7049007104,199440,123.757629,25.693727,316.078674,159.41391,-37507.828125,368.844147,-50.016335,1.516103,4458525184,175444.109375,127.2854,22.602539,182.80542,-1.858063,-16921.083984,128.226318,-131.942444,1.490959,233685.109375,67687.78125,-3.527771,127.319405,10.270864,122.83931,-144.565292,2447.341309,-91.863869,-197.266708,1.265135,232184224,11109.758789,-3.561775,-0.034004,118.258827,19.857012,92.970993,-126.097183,3302.560303,-100.16333,-152.031036,0.873768,42776456,2690.258545,5.498802,9.026573,9.060577,Cells
126,21.260292,345.234711,150,-50328,386.543854,-86.543861,1.436002,5035769856,223812,126.016335,21.818371,322.240814,125.619507,-45993.023438,349.08783,-97.848801,1.428676,3152144128,199752.34375,126.685303,23.559843,202.76506,-19.974052,-22181.931641,129.296417,-169.244522,1.362477,35558232,89126.6875,-0.668968,126.131157,18.752234,146.39592,-163.821411,1236.095459,-89.839874,-237.802948,1.160098,587554304,21893.070313,-0.114822,0.554146,116.431084,28.166374,95.829903,-127.674088,3086.56665,-96.232056,-159.116119,0.89221,64459476,3954.406006,9.585251,10.254219,9.700073,Cells
117,82.619614,432.946869,-594,82084,-515.73761,-672.26239,0.231824,8644482048,24500,116.58783,78.322571,421.730255,-579.266357,78310.5,-504.587921,-653.944824,0.226935,7485262848,22307.476563,113.545998,54.867638,351.900085,-486.166382,56101.160156,-431.501221,-540.831543,0.167168,2825211392,11953.115234,3.041832,106.386177,29.53418,197.811844,-272.354828,17480.402344,-239.737549,-304.972107,-0.144855,315664288,4255.545898,10.201653,7.159821,97.097015,12.650825,52.645,-67.121521,643.628479,-45.151173,-89.091866,-0.646797,8698761,1930.784546,19.490814,16.448982,9.289162,Cells
123,67.364677,549.307739,-770,145436,-717.189026,-822.810974,0.163869,6614392320,11156,122.085564,63.530567,529.622559,-742.131958,134984.59375,-690.119019,-794.144897,0.16694,5959989248,10821.393555,117.017746,41.89006,416.053345,-580.977417,82079.265625,-532.973022,-628.981812,0.17664,3111288320,9217.682617,5.067818,108.367393,20.037838,223.52832,-308.850311,22696.609375,-274.931,-342.769623,0.081618,438985344,4602.077637,13.71817,8.650352,97.810883,8.797789,55.630005,-73.428543,1018.834351,-55.287334,-91.569748,-0.546251,7097774,1316.413574,24.274681,19.206863,10.556511,Cells
120,77.935867,441.328674,-610,88660,-543.931824,-676.068176,-0.022712,6496865792,17460,119.240639,73.881165,427.051971,-589.967773,82844.257813,-525.38269,-654.552856,0.001422,5807385600,16684.917969,114.985435,51.161945,343.846008,-472.173889,52224.773438,-412.909424,-531.438354,0.140089,3132222976,14049.107422,4.255203,107.929253,23.1506,200.266205,-272.017365,16754.386719,-230.256439,-313.77829,0.242175,516170688,6975.897461,11.311386,7.056183,98.036072,6.36445,54.953365,-73.715057,1140.02356,-58.934875,-88.495239,-0.449875,4748233,873.815247,21.204567,16.949364,9.893181,Cells
122,54.405884,653.001526,-806,107472,-571.613586,-1040.386475,-0.199365,142756216832,219748,120.969292,52.45546,622.966187,-771.428894,99640.84375,-549.765198,-993.09259,-0.203982,116960968704,196539.1875,115.459488,40.768375,449.946503,-568.648987,57893.964844,-417.168121,-720.129883,-0.246036,29680019456,91785.828125,5.509804,107.092575,20.435844,211.669724,-264.680176,11247.678711,-185.520721,-343.83963,-0.362549,1755934720,25064.875,13.876717,8.366913,98.031364,5.948895,63.251549,-73.398041,287.937988,-40.857601,-105.938477,-0.532681,22817902,4235.520508,22.937927,17.428123,9.061211,Cells
124,39.293766,725.782349,-948,185684,-750.536072,-1145.463867,0.060921,140169068544,155968,123.343796,37.124905,694.41333,-907.669556,170565.5625,-719.51947,-1095.819702,0.060932,116660674560,141601.859375,118.612854,25.679964,509.013062,-668.027222,93463.257813,-533.484192,-802.570251,0.057642,32312514560,72407.3125,4.730942,108.916084,12.834641,238.881912,-309.940735,19496.625,-242.715805,-377.16568,-0.01736,1736513152,18076.767578,14.427711,9.69677,98.405014,1.881523,64.480583,-78.757263,831.505005,-51.939888,-105.574638,-0.408258,17843242,2876.686523,24.938782,20.20784,10.51107,Cells
123,41.617306,643.300842,-804,107840,-572.129333,-1035.870605,0.29759,139015634944,215056,122.161461,39.216549,617.532532,-770.815125,98608.09375,-547.362854,-994.267395,0.296492,118666985472,199723.625,117.314064,25.742439,465.033264,-575.561646,52898.402344,-402.589417,-748.533875,0.294227,39645736960,119677.578125,4.847397,108.892838,8.993876,235.856033,-292.127655,13882.821289,-205.803711,-378.451599,0.2681,2543711232,29807.289063,13.268623,8.421227,98.422935,1.494781,64.301224,-81.320297,1180.004883,-59.566151,-103.07444,-0.261828,12518202,1892.971313,23.738525,18.891129,10.469902,Cells
67,27.856777,84.332672,-100,1412,-67.015152,-132.984848,-0.122489,43520000,4352,67.070961,27.120962,82.764809,-98.613663,1421.050659,-66.83139,-130.395935,-0.09023,39292000,4040.451904,66.985649,23.491438,74.191399,-91.022568,1371.639771,-64.571907,-117.473228,0.116763,23186286,2798.549805,0.085312,65.665779,16.966911,49.942486,-63.654572,651.077148,-44.630928,-82.678215,0.498857,5865520.5,1447.595947,1.405182,1.31987,63.302799,13.33191,23.620403,-19.225624,-214.949387,-1.694066,-36.757183,1.025825,454424.6875,1229.422119,3.768162,3.68285,2.36298,Cells
71,22.803509,111.767616,-156,5904,-142.583588,-169.416412,1.338973,17521920,720,70.699684,21.908737,110.4076,-154.161423,5758.076172,-140.620377,-167.702469,1.26702,17430724,733.439026,69.648849,17.227974,103.258873,-143.748245,4874.541504,-126.679321,-160.817169,0.973354,24081154,1165.392456,1.050835,67.576614,11.524451,76.153702,-103.711365,2281.220703,-83.517525,-123.905205,0.877125,17544878,1631.164185,3.12307,2.072235,63.60397,10.875744,31.316219,-32.725708,-94.104034,-13.703431,-51.747986,1.03573,1550112,1447.388062,7.095715,6.04488,3.972645,Cells
71,13.038404,144.277512,-168,3056,-104.754448,-231.24556,1.268024,451584000,16000,71.069344,11.395741,141.970367,-168.541656,3518.997559,-108.687042,-228.396271,1.26032,407070624,14330.298828,70.874199,3.750469,127.763748,-165.441498,5103.268555,-123.734741,-207.148254,1.186421,190441568,6957.814453,0.195145,68.527908,2.491212,94.681984,-127.376526,3386.409912,-101.496323,-153.256729,1.059993,43468452,2679.139893,2.541435,2.346291,63.48819,9.260634,37.187908,-42.813499,81.33075,-23.399118,-62.227879,1.039928,2763557.75,1507.672729,7.581154,7.386009,5.039719,Cells
69,15.231546,110.181671,-104,-1912,-36.058849,-171.941147,1.157276,199706624,18464,69.235794,14.547391,110.267303,-109.622437,-1219.480103,-44.632053,-174.612823,1.156135,203028544,16895,70.019951,11.98193,112.465683,-137.06572,2416.370117,-89.312363,-184.819077,1.14167,171366320,9121.53125,-0.784157,68.144196,9.015929,94.483757,-126.461334,3297.726563,-99.996437,-152.926224,1.090932,44803900,2801.5625,1.091599,1.875755,62.862526,9.808326,39.349529,-47.707397,231.185852,-29.327705,-66.08709,1.026371,3075444.75,1351.252441,6.373268,7.157425,5.28167,Cells
68,23.021729,88.971909,-56,-3448,9.053823,-121.053825,1.178097,53086208,16928,67.930626,23.062006,86.539017,-60.803249,-2873.797119,0.825118,-122.431618,1.170645,56166180,15192.222656,67.794502,23.645432,80.751534,-90.842621,317.336182,-49.060337,-132.624908,1.11321,57626684,6983.036621,0.136124,66.432037,18.67387,77.403419,-104.435936,2288.495605,-83.502213,-125.369659,1.03392,19118454,1752.882568,1.498589,1.362465,61.700508,12.21195,37.273232,-46.809357,291.753906,-30.808573,-62.810139,0.982345,2243922.5,1024.100342,6.230118,6.093994,4.731529,Cells
63,35.693138,84.023804,12,-4036,75.812225,-51.812225,1.289836,2345472,16288,63.203579,35.109829,76.381706,4.409286,-3434.612305,63.056305,-54.237732,1.277393,267478.25,13757.890625,64.20816,32.48238,46.225201,-37.880943,-627.951477,-6.469274,-69.29261,1.147233,5663483,3946.771973,-1.004581,63.694866,25.440609,52.090843,-71.286842,1101.537476,-58.290073,-84.283607,0.858993,3433598.75,675.664001,-0.491287,0.513294,60.049664,15.004394,31.709961,-40.798615,249.716354,-27.898407,-53.698822,0.887495,1108011.5,665.661499,3.153915,4.158497,3.645203,Cells
57,37.336308,106.602066,112,348,164.801514,59.198486,1.355915,139890688,11152,57.550789,37.2598,93.916328,97.488647,131.37616,144.866211,50.111092,1.346841,85332288,8978.53125,59.907604,36.06366,28.131111,21.093796,-250.937408,40.124676,2.062915,1.213591,644595.5,1448.697754,-2.356815,60.362621,28.752375,27.86311,-36.678284,265.630951,-28.270361,-45.086205,0.409227,380413.03125,282.772644,-2.811832,-0.455017,58.020119,17.184879,24.435038,-31.303268,139.968491,-21.056067,-41.550472,0.714136,411575.96875,420.02063,-0.46933,1.887486,2.342503,Cells
54,36.359318,128.903061,152,3212,202.635956,101.364044,1.491469,236954624,10256,54.250523,36.266628,115.85675,138.331192,2834.791504,182.47966,94.182716,1.496125,149187216,7796.351074,55.857742,35.172684,46.486252,62.48391,871.620117,72.703476,52.264339,-1.562751,1631028.625,417.758392,-1.60722,56.86375,28.919258,16.958086,-7.405762,-116.503868,4.005425,-18.81695,-0.023043,28566.769531,520.860779,-2.613228,-1.006008,55.759663,18.321541,17.963123,-20.339493,16.579674,-11.020476,-29.65851,0.477449,143707.8125,347.376282,-1.50914,0.09808,1.104088,Cells
67,25.059929,19.899748,-24,40,-13.801961,-34.19804,0.6867,239616,416,66.696457,25.31271,24.133404,-29.077255,74.747749,-17.388632,-40.765881,0.573744,462054.90625,546.495728,65.739357,25.874973,51.825668,-60.112984,396.353058,-37.595444,-82.630524,0.271045,7328894,2028.158447,0.9571,64.756683,21.041706,62.088577,-75.257965,868.993469,-51.871071,-98.644859,0.183996,12391105,2187.787354,1.939774,0.982674,61.664368,14.626609,21.043543,-25.965805,71.151543,-16.096447,-35.835163,0.933647,262688.6875,389.616882,5.032089,4.074989,3.092316,Cells
67,22.847319,70.675316,-42,-2228,9.662365,-93.662369,1.198634,18832464,10676,67.342293,22.582661,69.46402,-52.523369,-1586.389893,-4.815236,-100.231499,1.185084,25115972,9104.263672,68.347229,20.899534,80.173157,-105.323654,2031.906494,-78.095703,-132.551605,1.010033,32895902,2965.445557,-1.004936,66.905373,16.532841,84.392113,-116.455566,3106.0979,-99.592087,-133.319046,0.553955,15426766,1137.507813,0.43692,1.441856,62.176804,12.690022,31.076006,-39.990181,251.671249,-27.819216,-52.161148,0.963318,947582,592.529602,5.165489,6.170425,4.728569,Cells
71,10.198039,134.740494,-98,-5476,-9.247536,-186.752472,1.278358,302602816,31508,70.882088,9.626566,129.777969,-105.189468,-3978.936035,-23.060658,-187.318283,1.268424,298535232,26980.566406,70.293381,8.576215,115.880791,-142.914642,2904.838135,-95.996513,-189.832764,1.158565,179843504,8805.242188,0.588707,68.201416,8.625812,104.381485,-144.707748,4814.416504,-124.197586,-165.217911,0.838124,35235620,1682.667603,2.680672,2.091965,62.292744,11.007472,38.792881,-50.771286,453.388306,-36.949471,-64.593102,0.970404,1969819.5,764.170227,8.589344,8.000637,5.908672,Cells
71,12.806249,110.363037,-92,-2916,-21.063408,-162.936584,1.218012,170363392,20128,70.885345,11.618808,109.706703,-100.711929,-1961.928467,-33.647396,-167.776459,1.20233,182476784,17990.605469,70.382423,6.394141,116.293114,-147.187042,3367.313477,-101.924553,-192.449539,1.082831,177531760,8194.772461,0.502922,68.231537,6.407863,109.424141,-151.090073,5157.166992,-127.640434,-174.539719,0.851836,50211624,2199.542725,2.653809,2.150887,61.906605,10.688859,42.648445,-56.405151,587.787109,-41.996887,-70.813416,0.945313,2641927.75,830.392456,8.978741,8.475819,6.324932,Cells
69,22.671568,90.526237,-94,-784,-39.291683,-148.708313,1.054041,105784592,11972,69.035492,21.927248,91.734726,-101.286102,-106.815918,-49.599213,-152.972992,1.035451,109627752,10686.138672,68.94413,18.415819,104.137733,-137.339447,3356.908691,-100.47995,-174.198944,0.886675,102506008,5434.489258,0.091362,66.939438,14.654994,99.881233,-137.245346,4161.847656,-113.852531,-160.638153,0.714612,41230644,2188.894775,2.096054,2.004692,60.977852,12.112411,42.148567,-56.13356,593.612488,-42.200447,-70.066673,0.880103,2446817.25,776.526611,8.05764,7.966278,5.961586,Cells
67,38.209946,90.994507,-112,1164,-67.592796,-156.407211,0.853162,98947072,7888,66.953064,36.477646,90.598114,-113.382927,1442.507446,-71.294746,-155.4711,0.820587,91091016,7085.658691,66.396553,28.49752,92.305862,-120.315765,2473.193848,-86.466438,-154.1651,0.609092,66344536,4583.10791,0.556511,64.565964,21.769779,83.152397,-111.202332,2521.306885,-87.323837,-135.080826,0.505127,28203416,2280.730225,2.3871,1.830589,59.540943,14.35064,37.973675,-50.484756,469.758423,-37.545696,-63.423817,0.767045,1706813,669.677063,7.412121,6.85561,5.025021,Cells
64,46.754681,81.804642,-80,-596,-33.1385,-126.861496,0.347369,56217600,8784,63.769073,44.530666,81.649101,-81.887054,-403.053192,-36.286335,-127.487778,0.345607,55774272,8317.703125,62.866161,34.211609,80.876564,-90.936462,597.893005,-52.602833,-129.270096,0.323035,48606680,5877.868164,0.902912,61.494331,25.979687,66.4729,-81.148621,972.598145,-55.19334,-107.103897,0.305135,17744906,2694.706055,2.274742,1.37183,57.695934,16.341351,31.758173,-40.985878,268.837921,-28.692684,-53.279072,0.611588,1015448.625,604.490479,6.073139,5.170227,3.798397,Cells
60,45.607018,89.504189,-86,-348,-39.127834,-132.872162,0.096606,64996048,8788,59.912678,43.872646,87.106094,-83.376312,-357.333496,-37.60257,-129.150055,0.097586,58261040,8380.942383,59.20274,35.4468,74.360703,-69.409897,-388.231689,-29.501684,-109.318108,0.101459,30692152,6370.661621,0.709938,58.120247,27.30319,54.099823,-52.535805,-116.040375,-24.144907,-80.926704,0.14431,8898750,3224.172363,1.792431,1.082493,55.584869,17.499882,25.635824,-29.627739,62.426971,-17.096827,-42.158653,0.448052,551343.6875,628.095093,4.327808,3.61787,2.535378,Cells
68,29.832869,119.042007,-154,4292,-113.540146,-194.459854,0.436447,155292368,6548,67.883713,29.21353,118.284828,-154.34111,4489.367676,-116.053696,-192.628525,0.433184,139680368,5863.705078,67.279358,27.203524,110.729485,-149.566116,4871.142578,-122.707909,-176.424316,0.396884,64547652,2885.453125,0.604355,65.187592,23.877876,85.117241,-116.359589,3119.704834,-100.075127,-132.644058,0.236884,14361877,1060.734863,2.696121,2.091766,60.471413,15.26067,29.646057,-40.828049,373.761963,-34.272865,-47.383232,0.906039,286514.6875,171.881699,7.4123,6.807945,4.716179,Cells
72,15.811388,192.403229,-270,17720,-247.527802,-292.472198,0.603409,147258000,2020,71.681732,15.701735,186.334915,-261.327271,16560.564453,-238.690491,-283.96405,0.607313,139977600,2049.694336,69.93248,16.7306,153.096039,-214.063339,10975.138672,-192.139832,-235.986847,0.627784,88097736,1922.561157,1.749252,66.769699,18.465281,108.038521,-150.872452,5439.525391,-135.026367,-166.718536,0.580185,22862506,1004.393616,4.912033,3.162781,60.743259,13.91173,37.865067,-51.749092,581.952637,-42.392838,-61.105347,0.931244,937712.1875,350.15802,10.938473,9.18922,6.02644,Cells
72,5.656854,211.962265,-288,18880,-244.918686,-331.081329,0.190253,615776256,7424,71.835129,5.952033,205.539139,-280.318298,18026.783203,-240.096359,-320.540222,0.213897,508497408,6471.215332,70.576721,9.660017,169.279449,-234.792847,13022.464844,-207.234619,-262.351074,0.42405,167468224,3037.824463,1.258408,67.166695,14.676029,118.146782,-164.141541,6289.712891,-143.025223,-185.257858,0.630311,48054392,1783.59436,4.668434,3.410027,60.544086,13.187656,42.619236,-57.942635,708.42334,-46.500874,-69.384392,0.900458,1758094.25,523.655518,11.291042,10.032635,6.622608,Cells
71,11.401754,235.531311,-298,16604,-223.186905,-372.81311,0.073784,1988144000,22388,70.870628,12.031016,226.096405,-288.336975,15929.455078,-218.658432,-358.015533,0.091194,1614577408,19420.400391,69.644653,15.1391,173.570709,-230.929626,11374.888672,-186.68898,-275.170258,0.250624,417505440,7828.9375,1.225975,66.279259,16.406054,114.964188,-156.884003,5422.012695,-129.844498,-183.923508,0.526333,71980504,2924.540039,4.59137,3.365395,59.822128,13.59397,43.28764,-58.510712,694.978027,-45.82616,-71.195267,0.828089,2203337.5,643.591431,11.0485,9.822525,6.45713,Cells
71,22.803509,265.714142,-320,15800,-221.005051,-418.994965,0.070949,4014080000,39200,70.410416,22.802322,251.52449,-303.565918,14320.610352,-210.198608,-396.933228,0.084475,3213332736,34869.816406,67.614815,22.444527,175.602097,-216.605087,7762.790039,-153.623734,-279.586426,0.191886,744425536,15866.603516,2.795601,64.307518,20.581135,104.735901,-136.677185,3564.165283,-103.420639,-169.933731,0.406139,82643056,4423.991699,6.102898,3.307297,58.598248,14.846116,40.36174,-53.786659,543.511475,-40.379955,-67.193367,0.722515,2079951.375,718.958862,11.812168,9.016567,5.70927,Cells
66,29.832869,271.079315,-280,2216,-148.151596,-411.848389,0.083821,5451622400,69536,65.830238,29.169838,255.7957,-266.576843,2567.442383,-143.295227,-389.858459,0.090906,4320176640,60793.433594,64.417542,26.498312,172.95253,-191.760254,3145.614746,-113.995316,-269.525177,0.155769,889497664,24189.541016,1.412697,61.591049,23.809469,92.718491,-111.101898,1634.095459,-72.999237,-149.204559,0.305832,71682568,5807.250977,4.239189,2.826492,56.958858,16.189413,35.238613,-45.100914,310.150024,-31.016417,-59.185413,0.598907,1614036.75,793.49231,8.87138,7.458683,4.632191,Cells
63,26.305893,258.12207,-274,4080,-152.801819,-395.198181,0.070365,4411165696,58756,62.683372,26.615637,243.858566,-258.831329,3619.812012,-144.251221,-373.411438,0.074203,3518132480,52514.410156,60.992302,27.819838,163.365936,-172.273605,1344.502808,-94.331017,-250.216187,0.112191,721185728,24300.1875,1.691071,58.475643,25.201372,80.925255,-84.231232,123.162781,-43.604122,-124.858337,0.220089,46842292,6602.248047,4.207729,2.516659,55.034649,17.013597,29.746902,-34.297928,71.233765,-19.369659,-49.226196,0.47869,1048611.625,891.412842,7.648724,5.957653,3.440994,Cells
69,37.336308,235.397537,-324,24764,-285.529236,-362.470764,-0.078301,621457920,5920,68.830238,36.961357,226.112686,-311.603577,22973.767578,-275.542084,-347.66507,-0.065684,505071136,5201.728516,67.362686,34.615643,170.762985,-237.36557,13589.603516,-215.094528,-259.636597,0.040254,111783152,1983.99646,1.467552,63.946663,28.885849,93.743164,-131.981873,4300.744141,-124.629326,-139.334412,0.419726,3766726,216.239716,4.883575,3.416023,58.794582,16.844542,32.640537,-45.153824,472.847351,-39.081791,-51.225857,1.045376,300688.90625,147.478378,10.035656,8.568104,5.152081,Cells
70,36.055511,224.095963,-302,20488,-253.906342,-350.093658,0.031209,843819392,9252,69.720482,35.554859,217.453888,-294.040039,19578.625,-248.91507,-339.165009,0.044527,704217664,8145.054199,68.063042,32.137638,176.456192,-243.220642,13957.356445,-214.381195,-272.060089,0.181424,196804368,3326.85498,1.65744,64.569809,26.222311,105.607994,-147.588516,5207.534668,-132.159393,-163.017639,0.624525,20741844,952.230835,5.150673,3.493233,58.731045,16.134901,37.822205,-51.695778,584.153381,-42.532814,-60.858742,0.964615,897516.125,335.839752,10.989437,9.331997,5.838764,Cells
69,40.496914,191.874954,-252,13312,-201.364044,-302.635956,0.079328,651297024,10256,68.686623,39.430054,187.514709,-246.745392,12811.791992,-197.663513,-295.827271,0.101512,586678976,9636.125,67.103676,33.357956,160.733658,-214.317551,9866.509766,-174.111923,-254.523178,0.247097,296995040,6465.970703,1.582947,64.005096,25.383562,104.63636,-143.049835,4512.108887,-118.479416,-167.620255,0.561227,49415104,2414.821289,4.681526,3.098579,58.187973,15.947623,39.410248,-53.221321,575.053894,-41.685581,-64.757065,0.870746,1507725.625,532.293335,10.49865,8.915703,5.817123,Cells
