@relation segment

@attribute original numeric
@attribute Lipschitz_true_true_5.0 numeric
@attribute Lipschitz_true_true_10.0 numeric
@attribute Lipschitz_true_true_15.0 numeric
@attribute Lipschitz_true_true_20.0 numeric
@attribute Lipschitz_true_true_25.0 numeric
@attribute 'Kuwahara_9_ 10_0' numeric
@attribute 'Kuwahara_9_ 10_1' numeric
@attribute 'Kuwahara_9_ 10_2' numeric
@attribute Gabor_1_1.0_1.0_0_2.0 numeric
@attribute Gabor_2_1.0_1.0_0_2.0 numeric
@attribute Gabor_1_1.0_0.5_0_2.0 numeric
@attribute Gabor_2_1.0_0.5_0_2.0 numeric
@attribute Gabor_1_1.0_0.25_0_2.0 numeric
@attribute Gabor_2_1.0_0.25_0_2.0 numeric
@attribute Gabor_1_1.0_1.0_2_2.0 numeric
@attribute Gabor_2_1.0_1.0_2_2.0 numeric
@attribute Gabor_1_1.0_0.5_2_2.0 numeric
@attribute Gabor_2_1.0_0.5_2_2.0 numeric
@attribute Gabor_1_1.0_0.25_2_2.0 numeric
@attribute Gabor_2_1.0_0.25_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_2.0 numeric
@attribute Gabor_2_2.0_1.0_0_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_3.0 numeric
@attribute Gabor_2_2.0_1.0_0_3.0 numeric
@attribute Gabor_1_2.0_2.0_0_2.0 numeric
@attribute Gabor_2_2.0_2.0_0_2.0 numeric
@attribute Gabor_1_2.0_2.0_0_3.0 numeric
@attribute Gabor_2_2.0_2.0_0_3.0 numeric
@attribute Gabor_1_4.0_1.0_0_2.0 numeric
@attribute Gabor_2_4.0_1.0_0_2.0 numeric
@attribute Gabor_1_4.0_1.0_0_3.0 numeric
@attribute Gabor_2_4.0_1.0_0_3.0 numeric
@attribute Gabor_1_4.0_2.0_0_2.0 numeric
@attribute Gabor_2_4.0_2.0_0_2.0 numeric
@attribute Gabor_1_4.0_2.0_0_3.0 numeric
@attribute Gabor_2_4.0_2.0_0_3.0 numeric
@attribute Gabor_1_2.0_1.0_2_2.0 numeric
@attribute Gabor_2_2.0_1.0_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_2_3.0 numeric
@attribute Gabor_2_2.0_1.0_2_3.0 numeric
@attribute Gabor_1_2.0_2.0_2_2.0 numeric
@attribute Gabor_2_2.0_2.0_2_2.0 numeric
@attribute Gabor_1_2.0_2.0_2_3.0 numeric
@attribute Gabor_2_2.0_2.0_2_3.0 numeric
@attribute Gabor_1_4.0_1.0_2_2.0 numeric
@attribute Gabor_2_4.0_1.0_2_2.0 numeric
@attribute Gabor_1_4.0_1.0_2_3.0 numeric
@attribute Gabor_2_4.0_1.0_2_3.0 numeric
@attribute Gabor_1_4.0_2.0_2_2.0 numeric
@attribute Gabor_2_4.0_2.0_2_2.0 numeric
@attribute Gabor_1_4.0_2.0_2_3.0 numeric
@attribute Gabor_2_4.0_2.0_2_3.0 numeric
@attribute Hessian_6.0 numeric
@attribute Hessian_Trace_6.0 numeric
@attribute Hessian_Determinant_6.0 numeric
@attribute Hessian_Eigenvalue_1_6.0 numeric
@attribute Hessian_Eigenvalue_2_6.0 numeric
@attribute Hessian_Orientation_6.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_6.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_6.0 numeric
@attribute Hessian_12.0 numeric
@attribute Hessian_Trace_12.0 numeric
@attribute Hessian_Determinant_12.0 numeric
@attribute Hessian_Eigenvalue_1_12.0 numeric
@attribute Hessian_Eigenvalue_2_12.0 numeric
@attribute Hessian_Orientation_12.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_12.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_12.0 numeric
@attribute Difference_of_gaussians_12.0_6.0 numeric
@attribute Membrane_projections_0_9_1 numeric
@attribute Membrane_projections_1_9_1 numeric
@attribute Membrane_projections_2_9_1 numeric
@attribute Membrane_projections_3_9_1 numeric
@attribute Membrane_projections_4_9_1 numeric
@attribute Membrane_projections_5_9_1 numeric
@attribute class {cell,back}

@data
13,252,255,255,255,255,13.166667,13.166667,13.166667,-0.410129,-0.453308,-0.429501,-0.439742,-0.417478,-0.438394,0.142234,-0.019515,0.268272,-0.007239,0.352011,-0.081687,-0.422691,-0.443523,-0.209682,-0.5757,-0.426341,-0.445861,-0.180513,-0.49759,-0.391018,-0.466132,-0.182938,-0.270975,-0.405477,-0.461008,-0.161695,-0.242009,0.261022,-0.020813,0.162995,-0.13306,0.24061,-0.013128,0.142129,-0.097353,0.360037,-0.139713,0.109115,-0.057626,0.306098,-0.094843,0.055646,-0.028254,5.414215,6.614246,3.837935,9.278666,3.949827,0.89579,1242.297974,28.396515,4.585227,5.295862,0.788659,7.790432,2.801292,0.604655,698.11145,24.89152,-0.798762,12.938707,13.578947,12.333333,129.38707,0.388051,12.972222,back
13,255,255,255,255,255,12.772727,12.772727,12.772727,-0.428948,-0.443695,-0.445873,-0.454011,-0.438606,-0.456247,0.322266,-0.062343,0.31741,-0.014223,0.374243,-0.087119,-0.439104,-0.456177,-0.225937,-0.450698,-0.437322,-0.455088,-0.241314,-0.333103,-0.40919,-0.474764,-0.171492,-0.261844,-0.418801,-0.468116,-0.148797,-0.232275,0.268615,-0.031873,0.313904,-0.145948,0.23391,0.016485,0.317287,-0.189882,0.334293,-0.121141,0.11032,-0.070611,0.288968,-0.080334,0.095474,-0.018076,4.697877,5.718763,2.66678,8.065949,3.371577,0.883324,720.70813,22.037136,4.364507,4.983284,0.436718,7.385692,2.580877,0.587148,573.303528,23.086246,-0.730021,12.376172,13,11.944445,123.761719,0.318536,12.400328,back
11,255,255,255,255,255,12.388889,12.388889,12.388889,-0.452006,-0.48155,-0.46507,-0.470437,-0.45852,-0.471551,0.246495,-0.035166,0.331758,-0.033971,0.371924,-0.091324,-0.456026,-0.470752,-0.225221,-0.523993,-0.45372,-0.467841,-0.185438,-0.529778,-0.424245,-0.486063,-0.202463,-0.250877,-0.432476,-0.479216,-0.174469,-0.2183,0.296033,-0.049129,0.319581,-0.097391,0.235508,-0.015112,0.255749,-0.132738,0.31358,-0.101661,0.173448,-0.07427,0.273858,-0.068075,0.141721,-0.032408,4.321392,5.256159,2.093938,7.449983,3.062335,0.835393,531.863831,19.251451,4.13222,4.6861,0.304394,6.963267,2.408933,0.569274,455.483643,20.741955,-0.679291,11.837798,12.315789,11.5,118.377983,0.275476,11.777778,back
12,255,255,255,255,255,11.722222,11.722222,11.722222,-0.452244,-0.480152,-0.479479,-0.484373,-0.473976,-0.487378,0.17211,-0.023043,0.300758,-0.05501,0.362539,-0.086716,-0.474408,-0.480988,-0.216889,-0.505883,-0.467899,-0.475916,-0.151998,-0.500727,-0.439145,-0.500638,-0.177845,-0.285487,-0.446568,-0.492957,-0.181053,-0.239481,0.296344,-0.062569,0.268373,-0.171924,0.224953,-0.06358,0.122589,-0.170977,0.290254,-0.082106,0.206905,-0.062368,0.254219,-0.055687,0.164875,-0.037414,4.26323,5.153027,1.747896,7.36448,2.941574,0.765475,519.44574,19.562098,3.892972,4.403257,0.312174,6.53281,2.273705,0.55098,351.710205,18.13998,-0.644254,11.355895,11.947369,10.947369,113.558952,0.338511,11.305555,back
12,243,255,255,255,255,12.944445,13.055555,13.055555,-0.426399,-0.485682,-0.421933,-0.433056,-0.411533,-0.429046,0.279955,-0.119583,0.318533,-0.03136,0.38875,-0.043416,-0.412885,-0.435505,-0.230193,-0.661769,-0.418805,-0.437503,-0.265558,-0.755127,-0.390714,-0.459028,-0.184444,-0.255533,-0.400063,-0.449757,-0.155231,-0.180935,0.278572,0.015483,0.293308,-0.094216,0.262188,-0.012582,0.338736,-0.113485,0.36161,-0.108541,0.092914,-0.046333,0.299858,-0.071868,0.076033,-0.07373,5.397742,6.763895,5.414052,9.218181,4.30961,0.885231,1102.310181,24.094067,4.815367,5.97113,3.922671,8.205169,3.737092,0.647589,711.79425,19.963715,-0.88194,13.140085,13.789474,12.722222,131.400848,0.384982,12.972222,back
13,250,255,255,255,255,12.772727,12.772727,12.772727,-0.413221,-0.442846,-0.436901,-0.445076,-0.430463,-0.446399,0.130951,-0.105998,0.227727,-0.023111,0.32712,-0.033403,-0.427192,-0.442313,-0.255106,-0.49537,-0.422173,-0.435635,-0.209669,-0.406253,-0.408108,-0.467032,-0.162017,-0.244849,-0.413487,-0.45572,-0.122503,-0.191144,0.225895,0.020978,0.110987,-0.357405,0.190386,0.005954,0.042985,-0.431953,0.335087,-0.096584,0.098393,-0.043277,0.283382,-0.060518,0.079286,-0.06295,4.632892,5.776379,3.806338,7.906003,3.646754,0.902709,605.309265,18.141201,4.557724,5.563372,2.880025,7.767402,3.359341,0.632631,601.411072,19.431005,-0.797489,12.661782,13.157895,12.1875,126.617821,0.317739,12.715687,back
12,253,255,255,255,255,12.5,12.5,12.5,-0.437591,-0.446779,-0.451961,-0.458343,-0.448601,-0.461496,0.401191,-0.07995,0.343762,-0.021345,0.367938,-0.032187,-0.438885,-0.453955,-0.170267,-0.365167,-0.431956,-0.443669,-0.114724,-0.266574,-0.425297,-0.476874,-0.180358,-0.248816,-0.426762,-0.465722,-0.127616,-0.202114,0.281732,0.018528,0.378844,-0.117257,0.248438,0.011581,0.325826,-0.038441,0.315431,-0.083558,0.138676,-0.037664,0.272623,-0.051538,0.127102,-0.044282,4.191513,5.245092,3.20983,7.160274,3.329911,0.885605,403.632416,14.671677,4.296984,5.181072,2.16737,7.312623,3.049522,0.616537,487.854706,18.174028,-0.731785,12.077032,12.526316,11.777778,120.770325,0.257321,12.031046,back
12,255,255,255,255,255,12.388889,12.388889,12.388889,-0.4488,-0.480501,-0.470205,-0.477152,-0.46657,-0.477298,0.290848,-0.074897,0.342177,-0.028324,0.370987,-0.03878,-0.460845,-0.47555,-0.245453,-0.523053,-0.457964,-0.474317,-0.205522,-0.492,-0.439281,-0.490748,-0.20394,-0.256167,-0.440222,-0.479613,-0.164578,-0.22229,0.313308,0.003959,0.491122,-0.017811,0.303943,0.007687,0.450461,-0.051751,0.29625,-0.069782,0.189594,-0.031092,0.259006,-0.044999,0.166352,-0.020754,4.086087,5.142744,3.160842,7.000461,3.285027,0.824522,365.097504,13.804448,4.035707,4.823729,1.707349,6.850978,2.796479,0.599391,382.507568,16.438959,-0.68469,11.571884,12.052631,11.3125,115.718842,0.286787,11.388889,back
11,255,255,255,255,255,11.722222,11.722222,11.722222,-0.479972,-0.496664,-0.489392,-0.493546,-0.483546,-0.495058,0.431117,-0.126046,0.309626,-0.050666,0.340391,-0.047414,-0.479577,-0.494848,-0.305719,-0.544996,-0.484083,-0.498746,-0.307958,-0.550202,-0.451636,-0.505817,-0.20929,-0.320724,-0.453791,-0.495215,-0.186785,-0.277149,0.281705,-0.022061,0.389106,-0.080768,0.276664,-0.044048,0.374046,-0.128475,0.270432,-0.055318,0.196057,-0.040773,0.236773,-0.038082,0.168775,0.000897,4.202019,5.256329,3.085461,7.211267,3.30139,0.748583,422.368408,15.287146,3.776751,4.490227,1.427598,6.390999,2.589454,0.581197,291.378052,14.451745,-0.649788,11.052187,11.473684,10.684211,110.521873,0.282413,10.972222,back
10,255,255,255,255,255,10.722222,10.722222,10.722222,-0.511143,-0.527464,-0.502626,-0.509629,-0.497445,-0.511005,0.298042,-0.1709,0.225441,-0.076497,0.257493,-0.050082,-0.489875,-0.513845,-0.305099,-0.565476,-0.493281,-0.517344,-0.398667,-0.5232,-0.463418,-0.519138,-0.200193,-0.38643,-0.466446,-0.50922,-0.171058,-0.323574,0.221201,-0.046078,0.163356,-0.193192,0.207436,-0.058639,0.206835,-0.248742,0.236904,-0.039847,0.147767,-0.039402,0.205452,-0.027936,0.123898,-0.008886,4.310894,5.304941,2.667671,7.3949,3.214982,0.693892,491.696075,17.471718,3.522596,4.178759,1.266976,5.939023,2.418494,0.561861,216.426422,12.39412,-0.617865,10.650602,11.105263,10.277778,106.50602,0.306418,10.590278,back
13,238,255,255,255,255,14.611111,14.611111,14.611111,-0.412067,-0.449887,-0.409387,-0.420166,-0.40101,-0.418158,0.577234,0.013549,0.437149,-0.01199,0.458234,-0.035442,-0.390788,-0.420129,-0.232884,-0.51239,-0.399883,-0.429149,-0.327622,-0.636822,-0.392098,-0.450881,-0.121187,-0.267153,-0.391919,-0.437505,-0.096629,-0.194408,0.326626,-0.007977,0.701117,-0.025847,0.303534,0.002056,0.727191,0.016435,0.366934,-0.083487,0.091826,-0.04343,0.298444,-0.055848,0.063515,-0.059687,5.228238,6.693289,6.276326,8.91223,4.474347,0.808727,882.329773,19.694811,5.104981,6.667713,7.492339,8.570937,4.76449,0.663999,644.159607,14.489042,-0.959757,13.415129,14.263158,12.947369,134.151291,0.469106,13.21875,back
12,241,255,255,255,255,13.166667,13.166667,13.166667,-0.440987,-0.475147,-0.427786,-0.43945,-0.421832,-0.435287,0.129648,-0.094514,0.217002,0.006278,0.331558,-0.02085,-0.407592,-0.439777,-0.281284,-0.66801,-0.414407,-0.446343,-0.347237,-0.740372,-0.406993,-0.457561,-0.132356,-0.247504,-0.404651,-0.442525,-0.090759,-0.161259,0.23167,0.0139,0.116588,-0.188673,0.177808,0.00414,0.118453,-0.364033,0.336771,-0.074483,0.078829,-0.034109,0.279633,-0.047959,0.067247,-0.062523,4.356916,5.518269,3.890832,7.447515,3.589023,0.834019,453.357605,14.887961,4.79718,6.165989,5.749094,8.103968,4.22801,0.655601,571.16748,15.023046,-0.859138,12.888753,13.526316,12.529411,128.887527,0.328547,12.777778,back
13,248,255,255,255,255,13.055555,13.055555,13.055555,-0.401419,-0.450167,-0.441279,-0.449924,-0.44078,-0.450834,0.067016,-0.042875,0.212934,0.022382,0.29884,-0.004074,-0.425525,-0.434317,-0.191056,-0.36749,-0.414302,-0.426679,-0.111968,-0.347311,-0.422388,-0.46708,-0.143355,-0.230391,-0.417744,-0.450607,-0.086642,-0.160937,0.209823,0.027316,0.104827,-0.392629,0.158201,-0.015654,0.115367,-0.484658,0.316198,-0.064809,0.107291,-0.037197,0.270583,-0.040039,0.098159,-0.057324,3.803721,4.779335,2.705918,6.512711,3.045959,0.845131,274.52417,12.018372,4.49565,5.696651,4.414855,7.619697,3.773606,0.64428,480.041229,14.79242,-0.776685,12.416992,12.842105,12.0625,124.169922,0.265941,12.388889,back
12,251,255,255,255,255,12.388889,12.388889,12.388889,-0.440275,-0.466657,-0.458095,-0.466457,-0.458402,-0.467139,0.476268,0.025886,0.372804,0.03239,0.361284,0.009327,-0.440663,-0.451084,-0.134971,-0.376435,-0.424958,-0.439691,-0.064152,-0.387296,-0.43788,-0.480031,-0.15454,-0.233542,-0.430541,-0.463415,-0.109953,-0.181144,0.30027,0.023243,0.533439,-0.087593,0.285262,0.022756,0.491306,-0.046121,0.298758,-0.054582,0.165747,-0.037215,0.264829,-0.03319,0.151847,-0.044839,3.636497,4.5797,2.517448,6.230751,2.928651,0.817636,228.693893,10.903864,4.201198,5.260141,3.425933,7.128654,3.391629,0.630577,386.408661,13.965356,-0.715957,11.847918,12.315789,11.555555,118.479172,0.287486,11.727942,back
11,255,255,255,255,255,11.722222,11.722222,11.722222,-0.484217,-0.497852,-0.478335,-0.485155,-0.473911,-0.484745,0.400358,0.042841,0.357646,0.030433,0.361785,0.012964,-0.462301,-0.482325,-0.322934,-0.598822,-0.454941,-0.483115,-0.361301,-0.55096,-0.450477,-0.495108,-0.165916,-0.282487,-0.444598,-0.479701,-0.145379,-0.235688,0.32911,0.025696,0.609399,-0.084999,0.334754,0.030866,0.606762,-0.041785,0.277675,-0.044164,0.19005,-0.035871,0.251246,-0.028318,0.185101,-0.029449,3.793329,4.797031,2.880241,6.491917,3.102146,0.7545,264.414856,11.490547,3.915307,4.856064,2.712786,6.640035,3.072093,0.614786,300.195679,12.730213,-0.673279,11.315576,11.842105,10.944445,113.155754,0.30291,11.21875,back
10,255,255,255,255,255,10.166667,10.166667,11.055555,-0.499126,-0.536657,-0.494661,-0.501573,-0.489203,-0.501926,0.21325,-0.017754,0.261713,0.029394,0.303318,0.005659,-0.480895,-0.508238,-0.398545,-0.629542,-0.485388,-0.511684,-0.435394,-0.655558,-0.461478,-0.50979,-0.176762,-0.350186,-0.458463,-0.496272,-0.165307,-0.303258,0.252543,0.030651,0.263594,-0.132029,0.250195,0.023573,0.187127,-0.122199,0.250058,-0.033211,0.170423,-0.033829,0.22463,-0.023359,0.165013,-0.016301,4.062181,5.107578,3.181455,6.93525,3.279907,0.691163,348.567108,13.361534,3.63933,4.482893,2.208583,6.160838,2.804948,0.597028,226.324844,11.261999,-0.638956,10.885939,11.210526,10.526316,108.85939,0.233105,10.875,back
10,255,255,255,255,255,10.681818,10.681818,10.681818,-0.509969,-0.532507,-0.507653,-0.513161,-0.503813,-0.515516,0.190935,-0.118565,0.191436,0.000747,0.225188,-0.007813,-0.495799,-0.519234,-0.338974,-0.566426,-0.501381,-0.522595,-0.424753,-0.546717,-0.471345,-0.521343,-0.187182,-0.397624,-0.470443,-0.509753,-0.166274,-0.344802,0.175442,0.007718,0.233606,-0.092405,0.159288,0.007374,0.180763,-0.207175,0.219031,-0.021165,0.110816,-0.032603,0.187814,-0.015457,0.101117,-0.007362,4.166858,5.170326,2.938745,7.105351,3.235301,0.654118,400.377106,14.977294,3.37415,4.138094,1.85463,5.695761,2.580427,0.577278,166.191879,9.705303,-0.602288,10.517981,10.789474,10.157895,105.17981,0.212538,10.559028,back
10,255,255,255,255,255,10.590909,10.590909,10.590909,-0.502846,-0.539604,-0.517779,-0.523333,-0.515627,-0.525086,0.16126,-0.048489,0.209193,-0.043004,0.24721,-0.01845,-0.504804,-0.52501,-0.335324,-0.617603,-0.509808,-0.527807,-0.329666,-0.625581,-0.480293,-0.528266,-0.196839,-0.402438,-0.479665,-0.518074,-0.161397,-0.348662,0.149581,-0.024053,0.345177,-0.139499,0.119422,-0.006328,0.160968,-0.048349,0.184796,-0.008054,0.061355,-0.03308,0.14882,-0.004331,0.022253,-0.011638,3.934698,4.810148,2.13833,6.719612,2.900685,0.648376,337.442413,14.584205,3.120935,3.819498,1.604319,5.248771,2.390225,0.55524,119.207359,8.171288,-0.556935,10.187775,10.529411,9.894737,101.877747,0.236677,10.173611,back
13,236,255,255,255,255,12.944445,12.944445,12.944445,-0.401197,-0.444843,-0.414586,-0.427679,-0.412205,-0.423502,0.386749,-0.083202,0.381027,-0.011134,0.421836,-0.047593,-0.393275,-0.429488,-0.134686,-0.582521,-0.396207,-0.426579,-0.142457,-0.649869,-0.407545,-0.447501,-0.097696,-0.259968,-0.400735,-0.433839,-0.060146,-0.170468,0.304317,-0.043132,0.565576,-0.135195,0.229794,0.003751,0.408187,-0.193767,0.343119,-0.061213,0.08935,-0.008061,0.27998,-0.042749,0.041647,-0.006553,4.451262,5.849018,5.847999,7.493632,4.204404,0.767485,370.129608,10.819019,5.071717,6.763428,8.806693,8.384938,5.141917,0.638315,481.097565,10.517183,-0.935397,13.21062,13.894737,12.789474,132.106201,0.393283,13.059028,back
13,241,255,255,255,255,13.166667,13.166667,13.166667,-0.406998,-0.451375,-0.430297,-0.444374,-0.43062,-0.441665,0.131037,-0.123906,0.184498,0.005608,0.300754,-0.035736,-0.404005,-0.440802,-0.118213,-0.601142,-0.394703,-0.426518,-0.044577,-0.51444,-0.420589,-0.456524,-0.106821,-0.246192,-0.411788,-0.440297,-0.061076,-0.155999,0.206045,-0.029296,0.064687,-0.311335,0.135264,-0.015319,0.14229,-0.520149,0.318988,-0.053628,0.087098,0.015099,0.268388,-0.03926,0.06551,0.000358,3.719242,4.802229,3.463351,6.319463,3.284995,0.782859,212.349396,9.208,4.720779,6.211386,6.880669,7.874112,4.548659,0.63896,426.656708,11.058637,-0.834575,12.735033,13.315789,12.411765,127.350334,0.313293,12.65625,back
13,246,255,255,255,255,13.055555,13.055555,13.055555,-0.402369,-0.427984,-0.445844,-0.450614,-0.448675,-0.456777,0.155816,-0.086903,0.241593,0.01286,0.305169,-0.019205,-0.41681,-0.431957,-0.110378,-0.298432,-0.396995,-0.413246,0.027499,-0.08609,-0.434218,-0.468739,-0.11522,-0.233955,-0.422804,-0.45041,-0.071717,-0.154929,0.216411,-0.012678,0.143702,-0.260701,0.19524,-0.007614,0.185668,-0.2785,0.30055,-0.04545,0.150457,0.006047,0.262404,-0.033027,0.124848,0.000132,3.356157,4.246803,2.262738,5.745502,2.748105,0.783713,162.036407,8.984385,4.38552,5.698189,5.364378,7.357394,4.038984,0.633884,357.547455,11.011844,-0.754941,12.215103,12.705882,11.842105,122.151031,0.290246,12.145834,back
12,249,255,255,255,255,12.388889,12.388889,12.388889,-0.444507,-0.456008,-0.461818,-0.469134,-0.464579,-0.473972,0.534814,-0.060868,0.39296,0.004717,0.352107,0.001832,-0.433198,-0.453882,-0.117433,-0.415933,-0.418786,-0.440795,-0.087308,-0.264771,-0.447582,-0.48349,-0.125692,-0.255489,-0.435222,-0.464878,-0.092662,-0.18982,0.321366,0.002782,0.668079,-0.14171,0.324048,0.019921,0.730693,-0.090473,0.281877,-0.036841,0.184674,-0.001532,0.25661,-0.02517,0.178488,0.000855,3.378768,4.233326,2.036547,5.796565,2.670087,0.750573,175.175735,9.774859,4.065916,5.224085,4.199382,6.843771,3.604398,0.62439,286.37973,10.493535,-0.697379,11.6332,12.117647,11.222222,116.331993,0.332106,11.486928,back
11,253,255,255,255,255,11.722222,11.722222,11.722222,-0.461828,-0.505734,-0.477867,-0.492512,-0.479332,-0.491596,0.330719,-0.108844,0.352365,-0.004536,0.341746,0.023392,-0.452444,-0.493511,-0.138659,-0.678267,-0.451176,-0.488211,-0.133596,-0.708964,-0.459095,-0.498792,-0.137451,-0.320754,-0.449404,-0.482929,-0.119565,-0.259288,0.323667,0.018892,0.599625,-0.137169,0.294426,0.007464,0.434641,-0.120867,0.2582,-0.028403,0.174329,-0.008815,0.240123,-0.018139,0.187759,-0.001503,3.661333,4.579853,2.420593,6.260082,2.899624,0.693321,236.864609,11.292682,3.762106,4.787975,3.321032,6.340439,3.235511,0.611184,221.007462,9.640579,-0.655763,11.172724,11.736842,10.823529,111.727234,0.338184,11.09375,back
11,255,255,255,255,255,11.055555,11.055555,11.055555,-0.467357,-0.511102,-0.493274,-0.507854,-0.493316,-0.50698,0.17538,-0.177229,0.192774,-0.012268,0.253917,0.02553,-0.472067,-0.518358,-0.175984,-0.664065,-0.463203,-0.503151,-0.06812,-0.563771,-0.469347,-0.512123,-0.149569,-0.373948,-0.463109,-0.500149,-0.142988,-0.326517,0.208852,0.035569,0.186134,-0.274886,0.181832,0.013919,0.216248,-0.335842,0.233056,-0.019773,0.133367,-0.015686,0.210249,-0.01192,0.143721,-0.008662,3.941379,4.91308,2.831464,6.702808,3.123353,0.640327,309.272736,12.812501,3.474039,4.387531,2.666492,5.852494,2.922569,0.594606,165.254608,8.584463,-0.618802,10.784452,11.210526,10.315789,107.844528,0.274247,10.816176,back
11,255,255,255,255,255,10.590909,10.590909,10.590909,-0.473204,-0.491683,-0.506777,-0.514233,-0.50686,-0.51818,0.280881,-0.147769,0.18726,-0.011784,0.210312,0.017202,-0.491491,-0.521483,-0.230313,-0.461246,-0.475782,-0.503097,-0.152549,-0.213884,-0.478141,-0.521331,-0.16114,-0.394643,-0.474224,-0.512649,-0.154567,-0.357067,0.149703,0.022772,0.347906,-0.174973,0.171395,-0.023216,0.375269,-0.152877,0.202605,-0.010521,0.097377,-0.023181,0.171066,-0.004684,0.066687,-0.017014,3.952565,4.891285,2.71115,6.699604,3.082966,0.608994,312.93631,13.080069,3.201475,4.01969,2.179957,5.383331,2.656048,0.57475,120.183685,7.438074,-0.575848,10.443898,10.736842,10.052631,104.43898,0.249362,10.472222,back
10,255,255,255,255,255,10.5,10.5,10.5,-0.500289,-0.536436,-0.518793,-0.525078,-0.518399,-0.526608,0.361448,-0.017859,0.21336,-0.00208,0.234423,0.009916,-0.506789,-0.523565,-0.29228,-0.590823,-0.510231,-0.525655,-0.272257,-0.557576,-0.48541,-0.526056,-0.171292,-0.378814,-0.481634,-0.518807,-0.157853,-0.342567,0.142036,0.018345,0.422634,-0.046818,0.178151,-0.004912,0.587251,-0.032121,0.169966,-0.000069,0.048451,-0.040143,0.131169,0.004318,0.011242,-0.0301,3.585801,4.386223,1.934792,6.081789,2.690656,0.603619,221.243729,11.499782,2.944729,3.681931,1.816166,4.936119,2.427743,0.551381,85.297516,6.291949,-0.522025,10.0717,10.368421,9.833333,100.717003,0.205147,10.003472,back
13,234,255,255,255,255,12.944445,13.055555,13.055555,-0.392862,-0.453279,-0.422504,-0.434782,-0.422712,-0.430637,0.422129,-0.17874,0.363971,-0.115996,0.390017,-0.072717,-0.408205,-0.43937,-0.134988,-0.591735,-0.406403,-0.433963,-0.093717,-0.585428,-0.420928,-0.44481,-0.118684,-0.257929,-0.414049,-0.434937,-0.077933,-0.18089,0.292535,-0.080912,0.494704,-0.203052,0.292383,-0.05821,0.387316,-0.194176,0.32672,-0.042108,0.092234,-0.06071,0.269425,-0.034054,0.070486,-0.061832,4.228446,5.777319,7.153365,6.868643,4.685995,0.781814,159.008469,4.763954,4.970653,6.698463,9.27401,8.092502,5.304425,0.573256,348.786591,7.773371,-0.916785,12.992574,13.529411,12.647058,129.925735,0.316505,12.909722,back
13,239,255,255,255,255,13.166667,13.166667,13.166667,-0.398225,-0.459718,-0.437311,-0.45107,-0.438631,-0.446682,0.292619,-0.262054,0.258925,-0.115472,0.303357,-0.06849,-0.420534,-0.446677,-0.117975,-0.589334,-0.409695,-0.432382,-0.03465,-0.512289,-0.432382,-0.456638,-0.116557,-0.250916,-0.423325,-0.443548,-0.07831,-0.169971,0.225554,-0.08404,0.26264,-0.350138,0.198721,-0.126285,0.30914,-0.455382,0.305334,-0.037403,0.135737,-0.046721,0.26027,-0.034773,0.107185,-0.056138,3.649052,4.890699,4.623631,6.055218,3.726181,0.786565,129.746262,5.424415,4.587145,6.11475,7.301136,7.545276,4.684224,0.5888,306.061737,8.185621,-0.81889,12.510437,13.052631,12.105263,125.10437,0.337901,12.40196,back
13,244,255,255,255,255,12.5,12.5,12.5,-0.409538,-0.43054,-0.451929,-0.458764,-0.455378,-0.46318,0.305808,-0.170498,0.276387,-0.099541,0.305463,-0.058322,-0.434872,-0.442077,-0.110787,-0.274873,-0.409906,-0.421315,0.005596,-0.091092,-0.44438,-0.471188,-0.117914,-0.242429,-0.432552,-0.455123,-0.080041,-0.179538,0.256636,-0.0767,0.315971,-0.249843,0.252653,-0.115323,0.357262,-0.240148,0.286101,-0.03178,0.178218,-0.031058,0.253042,-0.029416,0.1535,-0.041405,3.4042,4.434191,3.158358,5.759768,3.108614,0.77788,138.197006,7.028617,4.228059,5.575829,5.726074,7.006351,4.145307,0.59412,254.488251,8.18557,-0.741569,11.995016,12.470589,11.444445,119.950165,0.323818,11.975695,back
12,247,255,255,255,255,12.388889,12.388889,12.388889,-0.434188,-0.461638,-0.467902,-0.476498,-0.470367,-0.480491,0.550806,-0.117123,0.393189,-0.083751,0.339298,-0.043127,-0.450041,-0.468975,-0.135357,-0.398802,-0.433527,-0.454396,-0.13692,-0.247311,-0.456123,-0.486782,-0.12247,-0.295539,-0.443785,-0.471104,-0.094689,-0.228869,0.327107,-0.06397,0.732173,-0.197422,0.385444,-0.052994,0.809411,-0.179888,0.264428,-0.025473,0.178605,-0.01557,0.242343,-0.019328,0.180236,-0.022213,3.469348,4.418385,2.624434,5.920415,2.916354,0.739182,176.175171,9.024386,3.891886,5.080845,4.493855,6.480806,3.680884,0.591816,202.378143,7.839561,-0.683629,11.471447,12,11,114.71447,0.33088,11.444445,back
