@relation segment

@attribute original numeric
@attribute Lipschitz_true_true_5.0 numeric
@attribute Lipschitz_true_true_10.0 numeric
@attribute Lipschitz_true_true_15.0 numeric
@attribute Lipschitz_true_true_20.0 numeric
@attribute Lipschitz_true_true_25.0 numeric
@attribute 'Kuwahara_9_ 10_0' numeric
@attribute 'Kuwahara_9_ 10_1' numeric
@attribute 'Kuwahara_9_ 10_2' numeric
@attribute Gabor_1_1.0_1.0_0_2.0 numeric
@attribute Gabor_2_1.0_1.0_0_2.0 numeric
@attribute Gabor_1_1.0_0.5_0_2.0 numeric
@attribute Gabor_2_1.0_0.5_0_2.0 numeric
@attribute Gabor_1_1.0_0.25_0_2.0 numeric
@attribute Gabor_2_1.0_0.25_0_2.0 numeric
@attribute Gabor_1_1.0_1.0_2_2.0 numeric
@attribute Gabor_2_1.0_1.0_2_2.0 numeric
@attribute Gabor_1_1.0_0.5_2_2.0 numeric
@attribute Gabor_2_1.0_0.5_2_2.0 numeric
@attribute Gabor_1_1.0_0.25_2_2.0 numeric
@attribute Gabor_2_1.0_0.25_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_2.0 numeric
@attribute Gabor_2_2.0_1.0_0_2.0 numeric
@attribute Gabor_1_2.0_1.0_0_3.0 numeric
@attribute Gabor_2_2.0_1.0_0_3.0 numeric
@attribute Gabor_1_2.0_2.0_0_2.0 numeric
@attribute Gabor_2_2.0_2.0_0_2.0 numeric
@attribute Gabor_1_2.0_2.0_0_3.0 numeric
@attribute Gabor_2_2.0_2.0_0_3.0 numeric
@attribute Gabor_1_4.0_1.0_0_2.0 numeric
@attribute Gabor_2_4.0_1.0_0_2.0 numeric
@attribute Gabor_1_4.0_1.0_0_3.0 numeric
@attribute Gabor_2_4.0_1.0_0_3.0 numeric
@attribute Gabor_1_4.0_2.0_0_2.0 numeric
@attribute Gabor_2_4.0_2.0_0_2.0 numeric
@attribute Gabor_1_4.0_2.0_0_3.0 numeric
@attribute Gabor_2_4.0_2.0_0_3.0 numeric
@attribute Gabor_1_2.0_1.0_2_2.0 numeric
@attribute Gabor_2_2.0_1.0_2_2.0 numeric
@attribute Gabor_1_2.0_1.0_2_3.0 numeric
@attribute Gabor_2_2.0_1.0_2_3.0 numeric
@attribute Gabor_1_2.0_2.0_2_2.0 numeric
@attribute Gabor_2_2.0_2.0_2_2.0 numeric
@attribute Gabor_1_2.0_2.0_2_3.0 numeric
@attribute Gabor_2_2.0_2.0_2_3.0 numeric
@attribute Gabor_1_4.0_1.0_2_2.0 numeric
@attribute Gabor_2_4.0_1.0_2_2.0 numeric
@attribute Gabor_1_4.0_1.0_2_3.0 numeric
@attribute Gabor_2_4.0_1.0_2_3.0 numeric
@attribute Gabor_1_4.0_2.0_2_2.0 numeric
@attribute Gabor_2_4.0_2.0_2_2.0 numeric
@attribute Gabor_1_4.0_2.0_2_3.0 numeric
@attribute Gabor_2_4.0_2.0_2_3.0 numeric
@attribute Hessian_6.0 numeric
@attribute Hessian_Trace_6.0 numeric
@attribute Hessian_Determinant_6.0 numeric
@attribute Hessian_Eigenvalue_1_6.0 numeric
@attribute Hessian_Eigenvalue_2_6.0 numeric
@attribute Hessian_Orientation_6.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_6.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_6.0 numeric
@attribute Hessian_12.0 numeric
@attribute Hessian_Trace_12.0 numeric
@attribute Hessian_Determinant_12.0 numeric
@attribute Hessian_Eigenvalue_1_12.0 numeric
@attribute Hessian_Eigenvalue_2_12.0 numeric
@attribute Hessian_Orientation_12.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_12.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_12.0 numeric
@attribute Difference_of_gaussians_12.0_6.0 numeric
@attribute Membrane_projections_0_9_1 numeric
@attribute Membrane_projections_1_9_1 numeric
@attribute Membrane_projections_2_9_1 numeric
@attribute Membrane_projections_3_9_1 numeric
@attribute Membrane_projections_4_9_1 numeric
@attribute Membrane_projections_5_9_1 numeric
@attribute class {cell,back}

@data
152,235,241,246,251,255,141.833328,141.833328,141.833328,4.078541,3.88562,3.769583,3.591562,3.650946,3.30199,9.286304,-9.563585,6.622061,-7.536876,4.042015,-5.322791,4.462622,3.588242,5.911298,1.70527,4.512773,3.74779,5.337358,2.570274,4.713574,3.442439,8.846248,1.097292,4.78267,3.683993,8.839974,2.309504,6.436486,-7.143231,8.78281,-10.199175,7.641822,-7.600055,9.565167,-10.457509,1.298907,-3.846344,6.168113,-8.195949,3.610856,-4.405728,7.350657,-8.792481,124.910385,-164.517212,5257.791016,-125.675392,-203.359024,1.113284,163335952,6034.747559,46.526215,-60.348984,712.51355,-46.278221,-74.419746,0.269854,2884265.25,791.945496,12.601036,138.667389,144.0625,127.588234,1386.67395,4.571984,139.555557,cell
147,231,238,245,251,255,138.5,138.5,138.5,3.930626,3.664103,3.693811,3.55393,3.573253,3.367336,8.876834,-8.483366,6.958184,-7.1095,4.17082,-5.031346,4.025736,3.556854,5.331191,0.940548,4.032545,3.669973,4.857999,2.208473,4.271721,3.579434,6.340173,1.096045,4.304673,3.848027,5.376116,1.980317,6.970283,-6.903682,8.415034,-8.712133,8.094627,-7.540843,9.134371,-8.562589,2.165087,-3.308562,8.958538,-6.63651,4.274438,-4.144789,9.709323,-7.824994,93.89695,-132.720337,4397.056152,-130.148148,-135.292526,0.440643,466165.09375,26.464567,46.759506,-58.665833,607.570984,-42.764606,-74.567055,0.20476,3480901,1011.395935,11.380882,138.294922,146.75,127.882355,1382.949219,6.240332,136.248367,cell
140,225,235,242,249,255,140.409088,140.409088,140.409088,3.71205,3.382882,3.687996,3.43942,3.669427,3.275339,7.872568,-7.187627,6.427558,-6.085357,3.866557,-4.624462,4.130383,3.122176,5.776241,-0.080715,3.834573,2.962347,5.192108,0.696102,4.28517,3.062842,7.058616,-0.794193,4.164446,3.325604,5.27737,-1.046149,6.755354,-6.068079,8.945568,-6.991615,7.430436,-6.777762,9.073144,-7.027549,2.456876,-2.670831,8.090721,-6.146432,4.280894,-3.671158,9.080443,-7.009293,74.797607,-83.646301,355.209961,-46.310448,-120.982155,-0.390769,39012668,5575.86377,46.252384,-55.610443,465.264069,-38.064323,-73.156563,0.137527,3808332.5,1231.46521,9.277168,136.794312,146.833328,126.882355,1367.943115,8.417089,135.205872,cell
134,218,232,242,249,255,138.318176,138.318176,138.318176,3.637038,3.023268,3.665518,3.268777,3.748832,3.221611,6.137689,-5.272702,5.035483,-4.60875,3.349321,-4.029764,4.124403,2.57584,6.083604,-1.21339,3.709937,2.429354,5.52046,-1.837163,4.456868,2.626131,7.121484,-3.572647,4.076479,2.673419,5.043706,-4.005081,5.287219,-4.705369,7.061912,-5.00046,5.494569,-5.094371,7.074357,-5.085735,1.980561,-2.053208,5.803716,-5.500759,3.398706,-2.761944,6.666666,-5.72249,81.34507,-37.022339,-3742.18457,26.890476,-100.93515,-0.416675,22395646,16339.391602,45.229195,-52.03035,326.786499,-33.321987,-70.738716,0.075424,3790051,1400.011353,7.09549,135.425217,146.888885,124.388885,1354.252197,9.474924,135.341492,cell
131,219,235,249,255,255,135.590912,135.590912,135.590912,3.543553,2.810707,3.62308,3.190191,3.783668,3.218174,2.961189,-2.658448,3.052606,-2.936477,2.19833,-3.323629,3.97846,2.349753,5.4415,-2.632646,3.565139,2.217561,5.035829,-3.192158,4.497674,2.380061,6.369404,-4.232538,3.965879,2.267663,4.296636,-5.108425,3.348875,-3.070425,3.402085,-2.984465,2.842721,-2.68191,2.950172,-2.354427,1.476323,-1.596836,4.433678,-4.727732,2.037755,-1.791097,4.665134,-4.179248,88.482285,-5.803345,-5526.249023,68.59201,-80.1987,-0.437175,745604.1875,22138.673828,43.726978,-48.682709,228.678925,-29.608574,-67.756844,0.020304,3449047.5,1455.290527,5.469345,135.284332,145.777771,123.368423,1352.843262,8.634338,136.429733,cell
139,220,229,234,239,244,127.611115,127.611115,127.611115,3.985763,3.24942,3.314,3.012797,3.164804,2.816356,-1.009774,-12.802588,-0.62262,-9.848644,-1.11368,-8.463308,3.886247,2.875277,7.229787,2.287104,3.970734,3.157572,8.252356,3.111273,3.585682,2.628507,4.75491,-1.233339,3.85993,3.004261,4.411211,0.121884,-0.015064,-10.014439,-0.276617,-15.889008,0.115197,-11.305412,0.097961,-17.268684,-1.200974,-6.509078,1.269427,-10.630188,-0.972348,-7.018312,1.579955,-10.426721,72.42231,-92.576218,1233.361694,-62.422821,-122.729614,0.66634,31169604,3636.908936,34.666016,-46.865921,496.798004,-39.633659,-54.098183,0.072293,459539.40625,209.222534,8.129723,127.643349,133.1875,123.315788,1276.433472,3.054882,126.588234,cell
164,251,255,255,255,255,157.833328,157.833328,157.833328,4.712715,4.297421,3.722411,3.510559,3.400384,3.081009,0.527092,-8.391899,0.660571,-7.31047,-0.062287,-6.213313,4.554933,3.877002,8.466912,6.082718,5.18334,4.648236,10.389636,9.362028,4.360048,3.163079,8.553883,1.790608,4.830167,3.774421,8.660547,4.104535,1.048681,-7.774353,1.616232,-9.296076,1.270156,-8.918901,1.480901,-9.203373,-0.755317,-5.150376,2.079525,-8.40933,-0.186979,-5.95271,2.251131,-9.613742,136.244446,-186.562897,7579.922852,-153.074005,-220.051788,0.878191,156139312,4486.025391,39.137325,-52.983307,633.208191,-44.700825,-61.265789,0.186224,770298.375,274.397949,12.38707,136.500885,142.3125,131.368423,1365.008789,3.852788,136.40686,cell
170,255,255,255,255,255,155.055557,155.055557,155.055557,4.958086,4.506955,4.004753,3.817007,3.597984,3.306648,2.192909,-3.022894,2.258975,-4.631308,1.162337,-4.207122,5.027554,4.474113,8.765959,6.690503,5.709475,5.254743,10.205636,8.736189,4.753669,3.659445,10.751605,4.816189,5.376984,4.447462,11.320919,6.294421,2.492776,-5.567239,3.638055,-5.109785,2.925621,-5.401401,2.841471,-3.968585,-0.181038,-3.586267,3.057093,-7.517478,0.948677,-4.183286,3.463465,-7.974333,178.928436,-249.227478,14635.324219,-219.340027,-279.114929,0.921922,221936912,3573.038574,42.360001,-56.79599,705.941528,-46.77079,-66.82119,0.228266,1296824.875,402.018433,15.235542,141.652832,146.4375,137.235291,1416.52832,3.621307,141.227112,cell
168,255,255,255,255,255,151.277771,151.277771,151.277771,4.865139,4.366261,4.129742,3.913304,3.657455,3.431971,3.818143,-2.952815,3.728215,-3.735687,2.364108,-3.18419,5.147946,4.559027,8.386969,4.979875,5.567111,5.101342,8.763371,5.215963,4.789977,3.959689,9.506104,5.3291,5.396687,4.834548,10.371697,6.940218,3.929883,-4.56657,5.289721,-4.389148,4.368705,-4.648635,5.321609,-4.033279,0.423913,-2.925118,4.155593,-5.605085,2.034099,-3.086657,4.836216,-6.19418,187.078781,-263.329834,17028.527344,-245.804916,-280.854767,0.65623,85186760,1228.490967,44.136539,-58.066589,698.648193,-46.05476,-70.078415,0.220996,1945946.5,577.136108,16.064232,143.65033,150.833328,139.588242,1436.503296,4.04325,142.669403,cell
163,252,255,255,255,255,147.722229,147.722229,147.722229,4.641109,4.18981,4.117215,3.829236,3.696857,3.406733,5.092086,-3.690535,4.773033,-3.91234,3.346581,-3.150908,5.072669,4.125016,7.454334,3.392555,5.373269,4.578127,7.693822,3.734008,4.50657,3.818785,8.177207,3.660035,5.216444,4.811212,8.183518,6.302709,5.009793,-4.59449,6.475304,-4.627148,5.556957,-4.857149,5.983229,-4.544543,1.366736,-2.044375,7.701969,-5.127833,2.922426,-2.57712,7.892396,-5.420622,168.190903,-231.803894,12722.433594,-205.142548,-258.46524,-0.000325,152779744,2843.310791,44.589249,-57.014404,617.860413,-43.05732,-70.971489,0.1897,2532902.75,779.200684,14.942406,143.309799,153.944443,136.444443,1433.098022,5.878278,140.809937,cell
157,245,252,255,255,255,144.388885,144.388885,144.388885,4.360282,3.988003,4.000922,3.685049,3.763066,3.316587,5.84587,-4.053854,5.377939,-3.812875,3.947243,-3.043176,4.861867,3.634084,6.757392,2.898978,5.026829,4.056814,6.864922,3.883766,4.651554,3.251749,8.075483,0.006711,5.053458,4.05652,7.649359,1.954521,5.923051,-4.361008,7.933487,-4.702964,6.288683,-4.689173,7.465537,-4.836182,2.016132,-1.482377,7.958886,-4.877069,3.515421,-2.244553,8.801557,-5.117245,141.669571,-172.446075,4676.708008,-119.932228,-224.959915,-0.172086,328030560,11030.816406,43.992096,-54.236816,492.473755,-38.650467,-69.823166,0.150598,2858493.5,971.737183,12.502785,141.246506,153.833328,133.222229,1412.465088,7.346601,138.382355,cell
149,238,247,254,255,255,140.409088,140.409088,140.409088,4.022511,3.687814,3.851707,3.50984,3.790838,3.26477,6.380113,-3.781627,5.362624,-3.412049,4.060315,-2.818551,4.531055,3.152195,5.989604,1.714,4.54979,3.436583,5.890464,2.502117,4.677916,2.766116,7.101758,-2.322117,4.751453,3.244079,6.50628,-1.771959,5.778967,-3.832891,8.8374,-4.543291,5.903859,-4.031538,8.482578,-4.698623,1.748179,-1.193985,6.593146,-4.507937,3.214915,-1.639956,7.581746,-4.567086,122.823097,-107.106934,-2305.122559,-35.18269,-179.031174,-0.227201,237380896,20692.386719,42.589966,-50.534332,363.089966,-33.940968,-67.127693,0.112199,2812560.75,1101.358887,9.619659,138.737473,151.222229,130.222229,1387.374756,7.794503,137.294128,cell
136,224,238,247,254,255,138.681824,138.681824,138.681824,3.613135,3.26555,3.705271,3.376655,3.791385,3.249465,5.001651,-3.018491,4.300154,-2.772658,3.668473,-2.50213,4.119901,2.84826,4.149514,0.398697,3.919299,2.893674,3.705769,0.133445,4.605742,2.521053,5.618816,-3.660573,4.41268,2.645291,4.955919,-3.78627,4.555535,-3.097356,7.921974,-4.130111,4.443875,-2.975961,6.938249,-4.1572,1.323478,-0.83915,5.496337,-4.051669,2.155758,-0.896463,5.84616,-3.834141,110.380898,-53.252319,-5416.006836,25.009802,-131.514435,-0.257312,69476872,24499.837891,40.516579,-46.692444,265.917328,-29.985296,-63.39959,0.078107,2434208.5,1116.515015,7.083496,137.023712,148.277771,128,1370.237061,7.290247,135.647064,cell
131,210,221,228,235,242,127.611115,127.611115,127.611115,3.522328,3.162222,3.306187,3.034715,3.174923,2.861303,3.129413,-12.366343,1.28515,-9.906456,0.526698,-8.396604,4.041477,2.958664,6.057135,1.726445,4.044108,3.140993,5.60275,1.481399,3.708658,3.051491,5.976033,1.020897,3.801929,3.259833,5.769323,1.333023,0.438496,-10.096405,3.239691,-15.51342,0.647017,-11.067586,4.203601,-15.995988,-0.263123,-6.73738,-1.383964,-10.343459,-0.280177,-7.362474,-1.442734,-10.765285,99.914063,-127.000565,3057.155762,-95.773491,-158.227631,-0.091096,62912056,3900.520508,31.810532,-42.435364,390.87323,-34.733624,-50.137104,-0.176686,427261.28125,237.267181,9.114937,127.499008,134.1875,123.368423,1274.990112,3.458202,127.588234,cell
154,238,245,252,255,255,156.277771,156.277771,156.277771,4.251792,4.023886,3.697162,3.595323,3.379286,3.168183,3.563009,-9.090893,1.546388,-8.034372,0.594703,-6.990808,4.705358,4.178749,8.053642,5.674058,5.034266,4.643341,8.71155,5.605391,4.093118,3.617107,7.00939,4.563174,4.815676,4.386012,7.558583,6.773813,0.758925,-8.456473,3.644609,-10.650162,1.267921,-9.165346,4.986529,-10.87204,-0.162085,-5.971927,-1.293976,-8.597663,-0.132913,-6.27378,-1.026133,-9.290771,161.099014,-225.596924,12470.489258,-209.690857,-241.502991,-0.009999,51505344,1012.012695,36.099285,-48.757248,536.978394,-41.185001,-56.329494,-0.025921,545240.125,229.355652,13.621941,136.730408,141.6875,132.10527,1367.304077,2.644262,137,cell
165,252,255,255,255,255,156.277771,156.277771,156.277771,4.664402,4.357896,4.026879,3.913627,3.554063,3.368729,2.670014,-4.239244,1.492258,-4.334622,0.595319,-5.155627,5.223952,4.819423,8.335766,6.516366,5.603122,5.331641,9.014502,6.239204,4.525429,4.044148,9.734349,6.49579,5.504673,5.1334,10.348466,8.220008,0.868847,-4.619317,3.383655,-5.266675,1.262103,-4.6946,4.072919,-5.309448,-0.050449,-4.409575,-0.862652,-5.531708,-0.034998,-4.068106,-0.656287,-4.52343,207.984573,-293.252563,21363.505859,-281.600952,-304.904175,0.15397,46699944,543.041138,39.337673,-52.917221,625.092896,-44.258976,-61.575466,0.093554,839679.75,299.860748,16.727158,142.503738,147.625,139.052628,1425.037354,2.375534,141.944458,cell
170,255,255,255,255,255,156.277771,156.277771,156.277771,4.802433,4.502449,4.22104,3.995526,3.69029,3.438329,1.402126,-1.733155,1.169419,-1.73526,0.729035,-2.910581,5.514939,4.729186,8.536547,5.377693,5.881752,5.204783,7.910898,5.200729,4.708669,4.123397,9.544708,6.930281,5.72744,5.398336,10.606601,8.835921,0.749461,-1.677889,4.321782,-2.934971,0.887855,-1.138388,3.279601,-2.646117,0.072418,-2.455995,3.49291,-1.734917,0.015752,-1.405337,1.867325,-1.095698,222.034393,-311.303406,23795.726563,-290.525421,-332.08139,0.105917,167353280,1726.897217,41.192104,-54.563583,635.124512,-44.115063,-65.012108,0.154894,1300096.375,436.686493,17.739403,145.136383,150.875,140.222229,1451.36377,3.534467,144.415192,cell
169,255,255,255,255,255,149.277771,149.277771,149.277771,4.800543,4.3619,4.255395,3.905912,3.784191,3.399707,2.04171,-0.330549,1.912949,-0.42677,1.629907,-1.290257,5.553413,4.282227,8.739279,3.767847,5.877556,4.793502,7.92906,4.456573,4.839655,3.894256,8.433844,4.283358,5.698814,5.060732,9.322058,6.969199,2.636323,-0.105177,3.561841,-1.003767,2.545451,0.020469,2.60405,-0.8847,0.883071,-1.1461,6.228191,-1.103615,1.036238,0.057332,6.130897,-0.456694,206.417145,-280.820313,18124.292969,-240.936493,-320.704132,0.023204,501776864,6362.87793,41.657413,-53.802582,570.629883,-41.431263,-66.173904,0.175622,1772141.375,612.198303,16.646873,145.062469,153.411758,136.833328,1450.624634,5.708022,144.682739,cell
164,253,255,255,255,255,147.055557,147.055557,147.055557,4.658667,4.173916,4.169768,3.759695,3.837896,3.314424,3.101374,0.12371,2.702151,0.204618,2.092033,0.223356,5.365023,3.789447,8.462556,3.325879,5.610108,4.314111,7.917946,4.372506,4.847508,3.340558,7.32875,0.598457,5.47997,4.336163,8.407207,2.758961,3.385903,0.059564,3.806054,0.324947,3.872434,0.144819,3.070475,0.338481,1.416976,-0.290411,7.225556,-1.091273,2.504431,0.169876,7.456079,-0.646583,177.07312,-218.34082,8154.766602,-156.994171,-279.687469,-0.023475,717648192,15053.646484,40.929111,-51.143112,458.518829,-37.16507,-65.121155,0.176642,2044216.875,781.542603,14.036018,142.980499,153.647064,133.166672,1429.805054,7.108439,142.078949,cell
156,246,253,255,255,255,144.611115,144.611115,144.611115,4.3995,3.8842,4.016387,3.587093,3.858249,3.256228,4.209358,-0.427382,2.913537,-0.270778,2.556091,0.113309,5.015193,3.353448,7.661069,2.507591,5.100371,3.732535,7.25103,3.296275,4.745847,2.831793,6.825561,-1.918479,5.0621,3.504856,7.105726,-0.884945,3.437865,-0.372755,5.607875,-0.815021,4.243887,-0.324493,5.079645,-0.645728,1.452744,0.036156,6.053856,-1.092637,2.804836,0.34144,6.430868,-0.949514,149.555618,-145.905182,-569.662659,-69.147491,-222.662872,-0.050866,501701312,23566.972656,39.245701,-47.341171,337.934967,-32.429375,-62.252968,0.17129,1993415.875,889.446655,10.792099,139.963959,152.111115,130.611115,1399.639526,7.362594,138.684204,cell
146,237,249,255,255,255,142.833328,142.833328,142.833328,4.062196,3.469777,3.855522,3.442436,3.855316,3.253179,3.812875,-1.243152,2.718057,-0.669606,2.630185,-0.54714,4.597119,3.037853,6.357597,1.527319,4.458375,3.187023,5.788478,1.159475,4.597668,2.540879,6.215425,-2.783914,4.583721,2.837561,5.677183,-2.987918,3.132494,-0.763573,5.895962,-1.823086,3.627609,-0.90775,5.487903,-2.035671,1.908186,0.044597,5.080033,-1.09,2.084666,0.092082,4.978112,-1.258359,128.086563,-82.595337,-4853.452637,-1.607991,-163.582687,-0.06861,178980368,26235.800781,36.795517,-43.189774,243.687744,-28.268267,-58.111279,0.167517,1661296.75,890.605469,7.771515,137.750824,150.055557,130.555557,1377.508301,6.663765,136.10527,cell
122,199,213,227,237,244,108.722221,127.611115,127.611115,3.230044,2.76444,3.199092,2.889327,3.14693,2.704357,1.495476,-10.439536,2.268216,-9.279083,2.31953,-7.891192,3.871723,2.612481,5.195415,-0.336087,3.715623,2.66535,4.283411,-1.30019,3.946392,2.627562,6.628481,-0.718062,4.028593,2.984278,6.12819,-0.013557,2.703723,-9.444157,2.191617,-13.820922,2.67052,-9.752752,2.227901,-12.787278,1.325404,-6.770441,2.24758,-9.501513,1.293926,-7.564563,2.083155,-9.981032,108.089561,-124.775131,1220.357422,-73.085182,-176.465088,-0.41309,166390416,10687.404297,29.399414,-37.886475,266.896545,-28.297434,-47.475513,-0.345056,527932.8125,367.798767,8.908775,124.700439,132.888885,117.421051,1247.004395,5.646711,122.888885,cell
143,227,237,244,251,255,150.944443,150.944443,150.944443,3.930631,3.478782,3.563148,3.342492,3.32033,3.004765,2.798968,-9.101572,3.240002,-8.378265,2.789964,-7.315305,4.425469,3.532634,7.266264,1.298801,4.614789,3.865134,7.340814,1.005185,4.293425,3.406628,7.560495,2.580043,4.788126,4.073493,8.559521,4.127346,3.746553,-8.678691,3.263646,-11.000348,4.146996,-8.982982,3.532394,-10.233175,1.687533,-6.494422,2.711338,-8.875607,1.987568,-6.838982,3.08805,-9.358983,156.606674,-214.321075,10248.179688,-179.175644,-249.466507,-0.516694,226948528,4940.803711,32.914993,-43.783966,410.670502,-35.502155,-52.065777,-0.218619,525945.75,274.353668,13.096748,133.539291,138.777771,126.263161,1335.392944,4.407323,134.743057,cell
157,243,250,255,255,255,150.944443,150.944443,150.944443,4.261779,4.049086,3.829278,3.701833,3.457849,3.239696,3.717096,-6.431122,4.010613,-6.719931,3.158087,-6.139728,4.735622,4.219776,7.74899,2.763078,5.075075,4.64195,7.787241,2.984942,4.546772,3.960946,8.552613,4.514201,5.315055,4.864346,10.166677,6.247316,4.533118,-6.74575,4.122885,-7.883754,4.943416,-6.467714,4.242246,-6.085665,1.998526,-5.393089,3.066445,-7.010623,2.533793,-5.278328,3.926348,-6.878361,196.359421,-275.712738,18559.34375,-254.616867,-296.808624,-0.534154,135322080,1780.143433,35.650967,-47.719666,502.702026,-39.559422,-55.87991,-0.053903,606542.125,266.358276,15.981209,139.559387,142.4375,134.055557,1395.593872,2.884234,140.209152,cell
163,250,255,255,255,255,149.388885,149.388885,150.944443,4.461457,4.324714,3.966146,3.883919,3.553587,3.386422,4.385511,-4.901762,4.452964,-5.478975,3.389388,-5.167448,4.813744,4.586998,6.337647,4.288299,5.058372,4.891333,6.183532,4.59065,4.681068,4.128485,8.985312,6.072705,5.452319,5.157737,9.473191,7.169104,4.931107,-5.55685,4.652287,-6.785789,5.269361,-5.272213,4.802056,-5.205834,2.237687,-4.025416,3.274107,-4.637453,2.841521,-3.543596,4.41203,-4.815356,207.485367,-291.528351,20952.712891,-274.367828,-308.688873,-0.171147,100111200,1177.934326,37.216793,-49.299072,521.404175,-40.014919,-58.583225,0.085583,837957.625,344.781982,16.888321,142.274277,147.529419,138.5,1422.742798,2.716731,142.89328,cell
161,249,254,255,255,255,147.5,147.5,147.5,4.453953,4.12564,4.00713,3.800777,3.650393,3.342828,4.973091,-4.515479,4.509142,-4.759384,3.466849,-4.620332,4.925337,4.166009,6.225741,3.734329,5.12107,4.51729,5.642617,4.354203,4.690473,3.846396,8.168671,4.534709,5.468302,4.855011,8.269082,6.289588,4.894331,-4.809746,5.087169,-5.948349,5.453734,-4.702826,5.223359,-5.096961,2.393198,-2.866781,5.842714,-3.227351,2.907121,-2.718512,6.757755,-3.812727,191.493866,-262.406738,16080.484375,-228.734192,-296.079285,0.076639,312292800,4535.362305,37.530312,-48.568665,468.294037,-37.54892,-59.588409,0.171941,1145817.25,485.739075,15.781151,142.242188,153.176468,135.944443,1422.421875,5.226666,141.430557,cell
156,243,250,255,255,255,146.055557,146.055557,146.055557,4.334011,3.957948,3.989111,3.666985,3.728065,3.266583,5.383656,-3.841554,4.619977,-3.833583,3.394934,-3.771988,4.964248,3.69776,6.788291,3.245177,5.012221,3.977702,6.445434,3.681375,4.66802,3.322082,7.371232,0.949959,5.255601,4.177958,7.599527,2.292406,4.830068,-3.817318,6.352306,-4.880426,5.407327,-3.912231,5.629897,-4.531932,2.510746,-2.268351,6.016673,-2.254593,3.469936,-2.099868,7.550245,-2.586234,163.264282,-203.459106,7291.697266,-148.167099,-258.751099,0.114297,506219488,12228.821289,36.722618,-45.975586,367.860382,-33.303638,-58.647533,0.221412,1357692.125,642.313049,13.198097,140.380859,155.117645,132.166672,1403.808594,7.268231,139.458344,cell
149,238,247,254,255,255,144.944443,144.944443,144.944443,4.162949,3.650989,3.911383,3.498792,3.781014,3.210224,4.901479,-3.008359,4.181744,-2.869996,3.358467,-2.755899,4.860904,3.254531,7.080332,2.023257,4.776553,3.452104,6.851132,2.008593,4.587464,2.820789,6.911039,-1.65714,4.869429,3.400955,6.750605,-0.981674,4.427582,-2.732661,5.723699,-3.451475,4.782267,-2.793014,5.488582,-3.295753,2.85541,-1.784156,5.734566,-1.203625,3.452381,-1.70153,6.14471,-1.39137,138.323715,-135.259888,-549.585388,-63.681992,-206.837784,0.113824,374934912,20493.580078,34.999657,-42.227081,256.639923,-28.474203,-55.979961,0.254363,1349054,756.56665,9.981071,137.788879,153.705887,128.611115,1377.888794,8.124177,136.138885,cell
143,234,248,255,255,255,144.166672,144.166672,144.166672,4.008064,3.359949,3.817099,3.361216,3.795215,3.2012,3.124198,-2.000682,3.103349,-1.969953,3.194725,-1.733359,4.661118,2.944372,6.992131,0.886202,4.481717,3.065983,6.54679,0.556504,4.443498,2.518937,6.426342,-2.673606,4.419866,2.805185,5.792031,-2.781379,3.334771,-1.711803,2.771163,-1.81111,3.380639,-1.663974,2.745335,-1.596151,3.007958,-1.397135,4.959184,-0.239189,2.875176,-1.542204,4.907393,-0.430524,120.606407,-75.858459,-4535.701172,1.435315,-153.152237,0.109108,137517216,23897.310547,32.552937,-38.092056,167.130554,-24.105612,-52.078503,0.285238,1135385.875,782.482544,6.961731,136.008362,150.941177,127.277779,1360.083618,7.641825,134.111115,cell
121,202,219,233,247,255,105.944443,136.5,136.5,3.176661,2.674118,3.037921,2.702735,3.025535,2.548267,2.161888,-8.094576,3.197973,-8.05216,3.569678,-7.051071,3.573892,2.258581,4.87257,-0.385606,3.443573,2.363539,4.7793,-0.243906,3.895818,2.168357,6.481812,-2.096041,3.896686,2.470885,5.421269,-2.107929,3.567204,-8.19691,1.507801,-11.410813,3.214056,-7.863952,0.433196,-9.618289,2.667865,-6.446365,4.300028,-8.23288,2.653894,-7.43874,4.068518,-8.486196,94.554886,-90.685745,-2228.103027,-25.232868,-156.138626,-0.603117,140927424,17136.316406,26.951605,-32.725723,132.03598,-21.076378,-44.375069,-0.439612,581355.1875,542.828979,7.454666,120.309975,131.052628,111.578949,1203.099731,6.984154,119.756943,cell
